key,year,name,time,state,country,district,start_date,end_date,type,week,offseason,video,status,current_match,qual_matches,epa_max,epa_top8,epa_top24,epa_mean,epa_sd,epa_acc,epa_mse,rp_1_acc,rp_1_mse,rp_2_acc,rp_2_mse
2006is,2006,GM/Technion Israel Regional,1143522000,NULL,Israel,NULL,2006-03-28,2006-03-30,0,4,f,NULL,Completed,58,44,18.86,7.3,1.94,6.87,4.73,0.6724,0.1946,NULL,NULL,NULL,NULL
2006li,2006,SBPLI Long Island Regional,1143090000,NY,USA,NULL,2006-03-23,2006-03-25,0,4,f,NULL,Completed,94,78,27.86,15.36,8.38,10.63,6.33,0.7128,0.206,NULL,NULL,NULL,NULL
2006ma,2006,Boston Regional,1143090000,MA,USA,NULL,2006-03-23,2006-03-25,0,4,f,NULL,Completed,90,74,42.12,17.43,9.3,10.77,8.12,0.7222,0.1815,NULL,NULL,NULL,NULL
2006md,2006,Chesapeake Regional,1142485200,MD,USA,NULL,2006-03-16,2006-03-18,0,3,f,NULL,Completed,103,86,34.7,21.27,9.65,10.32,7.78,0.6602,0.2033,NULL,NULL,NULL,NULL
2006mi,2006,West Michigan Regional,1143694800,MI,USA,NULL,2006-03-30,2006-04-01,0,5,f,NULL,Completed,88,71,35.62,24.07,15.08,14.35,8.42,0.6705,0.1973,NULL,NULL,NULL,NULL
2006mo,2006,St. Louis Regional,1141880400,MO,USA,NULL,2006-03-09,2006-03-11,0,2,f,NULL,Completed,80,80,35.74,14.74,6.68,10.06,7.17,0.8,0.1893,NULL,NULL,NULL,NULL
2006new,2006,Newton Division,1144814400,GA,USA,NULL,2006-04-12,2006-04-14,3,8,f,NULL,Completed,118,101,56.86,29.57,19.42,15.39,10.44,0.7797,0.1704,NULL,NULL,NULL,NULL
2006nh,2006,BAE SYSTEMS Granite State Regional,1141275600,NH,USA,NULL,2006-03-02,2006-03-04,0,1,f,NULL,Completed,99,78,21.77,16.21,10.87,10.69,4.88,0.4949,0.2224,NULL,NULL,NULL,NULL
2006nj,2006,New Jersey Regional,1141275600,NJ,USA,NULL,2006-03-02,2006-03-04,0,1,f,NULL,Completed,100,84,37.47,17.41,11.23,10.06,7.33,0.72,0.1862,NULL,NULL,NULL,NULL
2006nv,2006,Las Vegas Regional,1143694800,NV,USA,NULL,2006-03-30,2006-04-01,0,5,f,NULL,Completed,94,79,57.93,16.99,7.65,10.95,10.46,0.734,0.1699,NULL,NULL,NULL,NULL
2006ny,2006,New York City Regional,1143090000,NY,USA,NULL,2006-03-23,2006-03-25,0,4,f,NULL,Completed,81,66,26.78,11.84,5.52,9.11,6.25,0.7407,0.1849,NULL,NULL,NULL,NULL
2006oh,2006,Buckeye Regional,1141880400,OH,USA,NULL,2006-03-09,2006-03-11,0,2,f,NULL,Completed,92,77,25.68,15.46,6.72,9.79,6.26,0.6087,0.2069,NULL,NULL,NULL,NULL
2006on,2006,Greater Toronto Regional,1143694800,ON,Canada,NULL,2006-03-30,2006-04-01,0,5,f,NULL,Completed,96,96,49.52,23.17,12,11.14,10.42,0.75,0.177,NULL,NULL,NULL,NULL
2006pa,2006,Philadelphia Regional,1143694800,PA,USA,NULL,2006-03-30,2006-04-01,0,5,f,NULL,Completed,100,85,30.75,23.76,11.15,12.8,8.73,0.7,0.1921,NULL,NULL,NULL,NULL
2006pit,2006,Pittsburgh Regional,1141880400,PA,USA,NULL,2006-03-09,2006-03-11,0,2,f,NULL,Completed,62,48,21.1,12.23,2.68,10.73,5.24,0.6774,0.2259,NULL,NULL,NULL,NULL
2006roc,2006,Finger Lakes Regional,1141880400,NY,USA,NULL,2006-03-09,2006-03-11,0,2,f,NULL,Completed,76,60,39.82,16.87,8.5,12.95,7.77,0.6447,0.2236,NULL,NULL,NULL,NULL
2006sac,2006,Davis Sacramento Regional,1143090000,CA,USA,NULL,2006-03-23,2006-03-25,0,4,f,NULL,Completed,84,67,21.27,15.63,9.41,10.7,5.17,0.5595,0.2282,NULL,NULL,NULL,NULL
2006sc,2006,Palmetto Regional,1143694800,SC,USA,NULL,2006-03-30,2006-04-01,0,5,f,NULL,Completed,87,72,27.41,17.12,6.99,8.96,6.44,0.6092,0.2287,NULL,NULL,NULL,NULL
2006sj,2006,Silicon Valley Regional,1142485200,CA,USA,NULL,2006-03-16,2006-03-18,0,3,f,NULL,Completed,85,67,33.79,12.12,6.99,9.26,6.12,0.6353,0.2169,NULL,NULL,NULL,NULL
2006tx,2006,Lone Star Regional,1143694800,TX,USA,NULL,2006-03-30,2006-04-01,0,5,f,NULL,Completed,95,81,23,14.02,8.53,8.46,5.29,0.7368,0.193,NULL,NULL,NULL,NULL
2006va,2006,NASA / VCU Regional,1141275600,VA,USA,NULL,2006-03-02,2006-03-04,0,1,f,NULL,Completed,102,86,22.57,18.45,9.51,9.28,5.76,0.6078,0.2093,NULL,NULL,NULL,NULL
2006wa,2006,Pacific Northwest Regional,1141275600,OR,USA,NULL,2006-03-02,2006-03-04,0,1,f,NULL,Completed,92,77,22.67,16.19,8.61,9.93,5.85,0.6848,0.2141,NULL,NULL,NULL,NULL
2006wat,2006,Waterloo Regional,1143090000,ON,Canada,NULL,2006-03-23,2006-03-25,0,4,f,NULL,Completed,73,60,54.26,15.67,4.35,12.05,11.28,0.7808,0.171,NULL,NULL,NULL,NULL
2006wi,2006,Wisconsin Regional,1143090000,WI,USA,NULL,2006-03-23,2006-03-25,0,4,f,NULL,Completed,82,68,41.14,19.35,7.95,13.51,10.42,0.7439,0.1697,NULL,NULL,NULL,NULL
2006wpi,2006,Battlecry@WPI 7,1151035200,MA,USA,NULL,2006-06-23,2006-06-24,99,9,t,NULL,Completed,54,54,36.16,23.88,15.29,15.45,7.65,0.7222,0.202,NULL,NULL,NULL,NULL
2007arc,2007,Archimedes Division,1176350400,GA,USA,NULL,2007-04-12,2007-04-14,3,8,f,NULL,Completed,118,102,62.04,37.64,24.01,16.91,14.08,0.6441,0.2178,NULL,NULL,NULL,NULL
2007az,2007,Arizona Regional,1173330000,NULL,NULL,NULL,2007-03-08,2007-03-10,0,2,f,NULL,Completed,65,48,23.44,8.26,0.92,4.62,5.39,0.6,0.203,NULL,NULL,NULL,NULL
2007br,2007,Brazil Pilot,1173416400,NULL,NULL,NULL,2007-03-09,2007-03-10,0,2,f,NULL,Completed,31,25,22.64,6.02,NULL,8.3,7.39,0.7419,0.1817,NULL,NULL,NULL,NULL
2007ca,2007,Los Angeles Regional,1173330000,NULL,NULL,NULL,2007-03-08,2007-03-10,0,2,f,NULL,Completed,89,72,65.06,18.02,5.8,9.77,12.88,0.5843,0.2106,NULL,NULL,NULL,NULL
2007cmp,2007,Einstein Field,1176523200,GA,USA,NULL,2007-04-14,2007-04-14,4,8,f,NULL,Completed,8,0,74.39,23.04,NULL,31.71,18.47,0.375,0.3105,NULL,NULL,NULL,NULL
2007co,2007,Colorado Regional,1175140800,NULL,NULL,NULL,2007-03-29,2007-03-31,0,5,f,NULL,Completed,86,68,27.24,8.43,3.73,4.69,4.92,0.5581,0.232,NULL,NULL,NULL,NULL
2007ct,2007,UTC Connecticut Regional,1173931200,NULL,NULL,NULL,2007-03-15,2007-03-17,0,3,f,NULL,Completed,95,77,59.24,19.89,9.67,10.56,10.72,0.5684,0.2226,NULL,NULL,NULL,NULL
2007cur,2007,Curie Division,1176350400,GA,USA,NULL,2007-04-12,2007-04-14,3,8,f,NULL,Completed,118,102,74.78,30.25,20.04,14.66,14.16,0.6949,0.1902,NULL,NULL,NULL,NULL
2007dt,2007,Detroit Regional,1173931200,MI,USA,NULL,2007-03-15,2007-03-17,0,3,f,NULL,Completed,84,66,46.03,13.91,2.35,8.54,9.84,0.6071,0.1918,NULL,NULL,NULL,NULL
2007fl,2007,Florida Regional,1173330000,NULL,NULL,NULL,2007-03-08,2007-03-10,0,2,f,NULL,Completed,84,68,35.58,20.04,8.36,10.34,9.01,0.619,0.2193,NULL,NULL,NULL,NULL
2007gal,2007,Galileo Division,1176350400,GA,USA,NULL,2007-04-12,2007-04-14,3,8,f,NULL,Completed,119,101,67.35,36.29,21.48,15.12,14.21,0.6639,0.2167,NULL,NULL,NULL,NULL
2007gl,2007,Great Lakes Regional,1173330000,MI,USA,NULL,2007-03-08,2007-03-10,0,2,f,NULL,Completed,98,80,81.23,26.21,10.57,12.1,13.96,0.5714,0.2116,NULL,NULL,NULL,NULL
2007il,2007,Midwest Regional,1173931200,IL,USA,NULL,2007-03-15,2007-03-17,0,3,f,NULL,Completed,81,63,23.84,11.02,3.44,6.04,6.14,0.5926,0.2147,NULL,NULL,NULL,NULL
2007in,2007,Boilermaker Regional,1173931200,IN,USA,NULL,2007-03-15,2007-03-17,0,3,f,NULL,Completed,89,72,28.11,15.92,4.79,8.64,7.26,0.5618,0.2308,NULL,NULL,NULL,NULL
2007iri,2007,Indiana Robotics Invitational,1184904000,IN,USA,NULL,2007-07-20,2007-07-21,99,9,t,NULL,Completed,116,99,72.24,42.82,23.6,19.58,17.22,0.6638,0.2264,NULL,NULL,NULL,NULL
2007is,2007,GM/Technion Israel Regional,1174881600,NULL,Israel,NULL,2007-03-26,2007-03-28,0,4,f,NULL,Completed,78,61,24.13,11.09,2.81,7.21,5.97,0.6154,0.2095,NULL,NULL,NULL,NULL
2007kc,2007,Greater Kansas City Regional,1173931200,MO,USA,NULL,2007-03-15,2007-03-17,0,3,f,NULL,Completed,91,75,30.02,10.09,1.24,4.79,7.09,0.6593,0.162,NULL,NULL,NULL,NULL
2007la,2007,Bayou Regional,1173330000,LA,USA,NULL,2007-03-08,2007-03-10,0,2,f,NULL,Completed,87,72,22.31,12.16,2.56,6.73,6.22,0.5747,0.2289,NULL,NULL,NULL,NULL
2007li,2007,SBPLI Long Island Regional,1175140800,NY,USA,NULL,2007-03-29,2007-03-31,0,5,f,NULL,Completed,87,70,33.78,13.29,5.2,8.19,8,0.6092,0.2114,NULL,NULL,NULL,NULL
2007ma,2007,Boston Regional,1174536000,MA,USA,NULL,2007-03-22,2007-03-24,0,4,f,NULL,Completed,95,77,49.45,23.23,7.84,10.96,11.21,0.6421,0.2069,NULL,NULL,NULL,NULL
2007md,2007,Chesapeake Regional,1173931200,MD,USA,NULL,2007-03-15,2007-03-17,0,3,f,NULL,Completed,85,70,53.37,21.15,6.24,8.99,12.47,0.5529,0.1934,NULL,NULL,NULL,NULL
2007mi,2007,West Michigan Regional,1175140800,MI,USA,NULL,2007-03-29,2007-03-31,0,5,f,NULL,Completed,98,81,43.43,22.23,13.65,12.45,9.85,0.5714,0.2481,NULL,NULL,NULL,NULL
2007mo,2007,St. Louis Regional,1172725200,MO,USA,NULL,2007-03-01,2007-03-03,0,1,f,NULL,Completed,79,64,42.93,12.13,6.34,7.43,8.05,0.6456,0.2173,NULL,NULL,NULL,NULL
2007new,2007,Newton Division,1176350400,GA,USA,NULL,2007-04-12,2007-04-14,3,8,f,NULL,Completed,118,102,70.2,39.27,21.71,16.4,13.81,0.6356,0.2314,NULL,NULL,NULL,NULL
2007nh,2007,BAE SYSTEMS Granite State Regional,1172725200,NH,USA,NULL,2007-03-01,2007-03-03,0,1,f,NULL,Completed,81,64,34.61,18.62,4.16,7.74,9.19,0.6296,0.1925,NULL,NULL,NULL,NULL
2007nj,2007,New Jersey Regional,1172725200,NJ,USA,NULL,2007-03-01,2007-03-03,0,1,f,NULL,Completed,85,70,46.68,15.07,5.63,7.33,10.58,0.6,0.2088,NULL,NULL,NULL,NULL
2007nv,2007,Las Vegas Regional,1175140800,NV,USA,NULL,2007-03-29,2007-03-31,0,5,f,NULL,Completed,94,77,46.56,26.96,5.77,9.65,11.82,0.7234,0.1803,NULL,NULL,NULL,NULL
2007ny,2007,New York City Regional,1174017600,NY,USA,NULL,2007-03-16,2007-03-18,0,3,f,NULL,Completed,90,72,47.56,10.2,4.48,6,8.85,0.5556,0.1857,NULL,NULL,NULL,NULL
2007oh,2007,Buckeye Regional,1174536000,OH,USA,NULL,2007-03-22,2007-03-24,0,4,f,NULL,Completed,98,80,28.91,16.31,8.09,7.85,7.37,0.5816,0.2213,NULL,NULL,NULL,NULL
2007on,2007,Greater Toronto Regional,1175140800,ON,Canada,NULL,2007-03-29,2007-03-31,0,5,f,NULL,Completed,101,84,85.13,25.27,10.1,11.78,16.64,0.6634,0.1917,NULL,NULL,NULL,NULL
2007or,2007,Pacific Northwest Regional,1172725200,OR,USA,NULL,2007-03-01,2007-03-03,0,1,f,NULL,Completed,89,72,34.4,15.5,6.9,8.27,7.14,0.4944,0.2052,NULL,NULL,NULL,NULL
2007pa,2007,Philadelphia Regional,1175140800,PA,USA,NULL,2007-03-29,2007-03-31,0,5,f,NULL,Completed,100,83,43.16,18.29,4.33,9.89,10.7,0.61,0.2201,NULL,NULL,NULL,NULL
2007pit,2007,Pittsburgh Regional,1173330000,PA,USA,NULL,2007-03-08,2007-03-10,0,2,f,NULL,Completed,77,60,37.47,12.2,4.27,8.82,7.56,0.4805,0.2478,NULL,NULL,NULL,NULL
2007roc,2007,Finger Lakes Regional,1173330000,NY,USA,NULL,2007-03-08,2007-03-10,0,2,f,NULL,Completed,79,60,42.81,13.4,2.88,8,9.33,0.5823,0.2341,NULL,NULL,NULL,NULL
2007sac,2007,Davis Sacramento Regional,1175140800,CA,USA,NULL,2007-03-29,2007-03-31,0,5,f,NULL,Completed,83,65,50.16,17.63,5.37,9.47,10.82,0.6145,0.2062,NULL,NULL,NULL,NULL
2007sc,2007,Palmetto Regional,1175140800,SC,USA,NULL,2007-03-29,2007-03-31,0,5,f,NULL,Completed,91,75,56.12,21.5,10.12,12.67,12.15,0.6264,0.2169,NULL,NULL,NULL,NULL
2007sdc,2007,San Diego Regional,1174536000,CA,USA,NULL,2007-03-22,2007-03-24,0,4,f,NULL,Completed,96,80,92.04,20.8,4.03,10.96,16.58,0.6667,0.1704,NULL,NULL,NULL,NULL
2007sj,2007,Silicon Valley Regional ,1173931200,CA,USA,NULL,2007-03-15,2007-03-17,0,3,f,NULL,Completed,49,49,38.46,17.28,4.67,8.02,9.31,0.6531,0.2084,NULL,NULL,NULL,NULL
2007tx,2007,Lone Star Regional,1175140800,TX,USA,NULL,2007-03-29,2007-03-31,0,5,f,NULL,Completed,99,81,59.37,16.82,5.78,8.81,11.25,0.6667,0.1948,NULL,NULL,NULL,NULL
2007va,2007,NASA / VCU Regional,1172725200,VA,USA,NULL,2007-03-01,2007-03-03,0,1,f,NULL,Completed,106,88,23.83,10.06,6.68,5.37,4.9,0.566,0.2235,NULL,NULL,NULL,NULL
2007wat,2007,Waterloo Regional,1174536000,ON,Canada,NULL,2007-03-22,2007-03-24,0,4,f,NULL,Completed,72,55,69.38,15.07,2.24,11.66,12.86,0.7361,0.1852,NULL,NULL,NULL,NULL
2007wi,2007,Wisconsin Regional,1173330000,WI,USA,NULL,2007-03-08,2007-03-10,0,2,f,NULL,Completed,90,72,42.04,13.11,5.45,6.86,7.41,0.5667,0.2199,NULL,NULL,NULL,NULL
2007wpi,2007,Battlecry@WPI 8,1181880000,MA,USA,NULL,2007-06-15,2007-06-16,99,9,t,NULL,Completed,84,52,46.46,24.48,10.72,12.78,11.58,0.5357,0.231,NULL,NULL,NULL,NULL
2007wwz,2007,Winter War Zone,1171688400,CT,USA,NULL,2007-02-17,2007-02-17,100,0,t,NULL,Completed,0,0,16.4,NULL,NULL,10.39,4.5,NULL,NULL,NULL,NULL,NULL,NULL
2008arc,2008,Archimedes Division,1208404800,GA,USA,NULL,2008-04-17,2008-04-19,3,8,f,NULL,Completed,117,100,51.88,34.03,24.83,20.89,9.6,0.6667,0.1966,NULL,NULL,NULL,NULL
2008az,2008,Arizona Regional,1204779600,AZ,USA,NULL,2008-03-06,2008-03-08,0,2,f,NULL,Completed,86,70,27.19,13.77,8.91,8.98,4.87,0.6744,0.1991,NULL,NULL,NULL,NULL
2008br,2008,Brazil Regional,1205467200,NULL,Brazil,NULL,2008-03-14,2008-03-15,0,3,f,NULL,Completed,27,20,26.02,7.53,NULL,9.6,6.22,0.5185,0.2667,NULL,NULL,NULL,NULL
2008ca,2008,Los Angeles Regional,1205985600,CA,USA,NULL,2008-03-20,2008-03-22,0,4,f,NULL,Completed,93,77,43.38,14.07,10.07,10.19,7.91,0.7097,0.1849,NULL,NULL,NULL,NULL
2008cmp,2008,Einstein Field,1208577600,GA,USA,NULL,2008-04-19,2008-04-19,4,8,f,NULL,Completed,7,0,76.7,36.53,NULL,39.92,15.99,0.8571,0.1446,NULL,NULL,NULL,NULL
2008co,2008,Colorado Regional,1206590400,CO,USA,NULL,2008-03-27,2008-03-29,0,5,f,NULL,Completed,76,62,37.64,14.6,8.4,11.22,7.26,0.7632,0.1613,NULL,NULL,NULL,NULL
2008ct,2008,Connecticut Regional,1205380800,CT,USA,NULL,2008-03-13,2008-03-15,0,3,f,NULL,Completed,98,83,38.83,21.3,16.7,14.44,7.72,0.6837,0.1899,NULL,NULL,NULL,NULL
2008cur,2008,Curie Division,1208404800,GA,USA,NULL,2008-04-17,2008-04-19,3,8,f,NULL,Completed,113,98,53.42,34.92,26.42,20.16,10.03,0.8053,0.1581,NULL,NULL,NULL,NULL
2008dt,2008,Detroit Regional,1205380800,MI,USA,NULL,2008-03-13,2008-03-15,0,3,f,NULL,Completed,72,54,37.55,19.3,9.39,15.52,8.57,0.6667,0.1914,NULL,NULL,NULL,NULL
2008fl,2008,Florida Regional,1205380800,FL,USA,NULL,2008-03-13,2008-03-15,0,3,f,NULL,Completed,98,82,38.53,21.35,14.32,13.69,7.89,0.6633,0.1951,NULL,NULL,NULL,NULL
2008ga,2008,Peachtree Regional,1205380800,GA,USA,NULL,2008-03-13,2008-03-15,0,3,f,NULL,Completed,73,75,21.1,13.06,8.94,8.97,5,0.6164,0.1939,NULL,NULL,NULL,NULL
2008gal,2008,Galileo Division,1208404800,GA,USA,NULL,2008-04-17,2008-04-19,3,8,f,NULL,Completed,117,101,75.2,38.1,24.73,20.16,12.35,0.7179,0.1616,NULL,NULL,NULL,NULL
2008gl,2008,Great Lakes Regional,1206590400,MI,USA,NULL,2008-03-27,2008-03-29,0,5,f,NULL,Completed,102,84,43.83,32.34,16.28,16.55,10.37,0.7157,0.1852,NULL,NULL,NULL,NULL
2008hi,2008,Hawaii Regional,1206590400,HI,USA,NULL,2008-03-27,2008-03-29,0,5,f,NULL,Completed,78,62,49.94,26.93,9.08,15.99,12.62,0.7821,0.1456,NULL,NULL,NULL,NULL
2008il,2008,Midwest Regional,1204174800,IL,USA,NULL,2008-02-28,2008-03-01,0,1,f,NULL,Completed,86,70,44.32,21.52,9.92,13.48,9.1,0.6047,0.1941,NULL,NULL,NULL,NULL
2008in,2008,Boilermaker Regional,1205380800,IN,USA,NULL,2008-03-13,2008-03-15,0,3,f,NULL,Completed,78,60,37.4,19.02,10.57,13.75,7.67,0.641,0.2188,NULL,NULL,NULL,NULL
2008iri,2008,Indiana Robotics Invitational,1216353600,IN,USA,NULL,2008-07-18,2008-07-19,99,9,t,NULL,Completed,111,96,77.24,44.35,32.12,25.29,13.62,0.7207,0.1988,NULL,NULL,NULL,NULL
2008is,2008,GM/Technion Israel Regional,1206244800,NULL,Israel,NULL,2008-03-23,2008-03-25,0,4,f,NULL,Completed,82,78,28.32,8.79,2.66,6.07,6.06,0.5732,0.1942,NULL,NULL,NULL,NULL
2008kc,2008,Greater Kansas City Regional,1204779600,MO,USA,NULL,2008-03-06,2008-03-08,0,2,f,NULL,Completed,83,65,27.2,16.13,10.41,10.45,5.62,0.6265,0.213,NULL,NULL,NULL,NULL
2008kk,2008,Kettering Kickoff,1221883200,MI,USA,NULL,2008-09-20,2008-09-20,100,0,t,NULL,Completed,32,35,52.13,31.94,16.23,19.91,11.28,0.5938,0.2562,NULL,NULL,NULL,NULL
2008la,2008,Bayou Regional,1206590400,LA,USA,NULL,2008-03-27,2008-03-29,0,5,f,NULL,Completed,85,69,31.93,21.27,11.48,12.73,8.47,0.7529,0.1596,NULL,NULL,NULL,NULL
2008li,2008,SBPLI Long Island Regional,1206590400,NY,USA,NULL,2008-03-27,2008-03-29,0,5,f,NULL,Completed,100,85,28.73,16.18,10.6,12.18,6.49,0.67,0.2126,NULL,NULL,NULL,NULL
2008ma,2008,Boston Regional,1206590400,MA,USA,NULL,2008-03-27,2008-03-29,0,5,f,NULL,Completed,94,77,39.83,19.19,12.15,13,8.53,0.6809,0.1651,NULL,NULL,NULL,NULL
2008md,2008,Chesapeake Regional,1205380800,MD,USA,NULL,2008-03-13,2008-03-15,0,3,f,NULL,Completed,96,80,30.05,21.07,13.32,12.29,6.68,0.5625,0.2393,NULL,NULL,NULL,NULL
2008mi,2008,West Michigan Regional,1205985600,MI,USA,NULL,2008-03-20,2008-03-22,0,4,f,NULL,Completed,89,71,34.45,27.71,14.98,15.56,8.43,0.7303,0.1816,NULL,NULL,NULL,NULL
2008mm,2008,Monty Madness,1212206400,NJ,USA,NULL,2008-05-31,2008-05-31,99,9,t,NULL,Completed,58,42,47.34,21.93,13.8,16.5,8.81,0.6034,0.2053,NULL,NULL,NULL,NULL
2008mn,2008,Minnesota Regional,1206590400,MN,USA,NULL,2008-03-27,2008-03-29,0,5,f,NULL,Completed,97,81,41.22,16.85,9.54,10.71,7.16,0.6495,0.1985,NULL,NULL,NULL,NULL
2008mo,2008,St. Louis Regional,1204174800,MO,USA,NULL,2008-02-28,2008-03-01,0,1,f,NULL,Completed,82,68,33.15,23.6,14.77,15.78,7.03,0.7805,0.1483,NULL,NULL,NULL,NULL
2008new,2008,Newton Division,1208404800,GA,USA,NULL,2008-04-17,2008-04-19,3,8,f,NULL,Completed,114,99,52.42,37.59,24.14,20.3,10.76,0.7193,0.1684,NULL,NULL,NULL,NULL
2008nh,2008,BAE SYSTEMS Granite State Regional,1204174800,NH,USA,NULL,2008-02-28,2008-03-01,0,1,f,NULL,Completed,88,70,33.42,23.06,13.48,13.94,7.02,0.6932,0.1822,NULL,NULL,NULL,NULL
2008nj,2008,New Jersey Regional,1204174800,NJ,USA,NULL,2008-02-28,2008-03-01,0,1,f,NULL,Completed,99,84,39.75,17.62,13.1,11.4,6.98,0.6263,0.2191,NULL,NULL,NULL,NULL
2008nv,2008,Las Vegas Regional,1206590400,NV,USA,NULL,2008-03-27,2008-03-29,0,5,f,NULL,Completed,93,77,50.11,21.38,10.65,13.95,9.86,0.7204,0.1729,NULL,NULL,NULL,NULL
2008ny,2008,New York City Regional,1207281600,NY,USA,NULL,2008-04-04,2008-04-06,0,6,f,NULL,Completed,103,86,28.91,19.48,14.39,12.35,6.63,0.7282,0.1927,NULL,NULL,NULL,NULL
2008oh,2008,Buckeye Regional,1205985600,OH,USA,NULL,2008-03-20,2008-03-22,0,4,f,NULL,Completed,86,69,44.82,19.25,10.43,12.74,10.24,0.7907,0.1526,NULL,NULL,NULL,NULL
2008ok,2008,Oklahoma City Regional,1205985600,OK,USA,NULL,2008-03-20,2008-03-22,0,4,f,NULL,Completed,74,59,33.53,16.32,9.9,11.7,6.4,0.6622,0.2031,NULL,NULL,NULL,NULL
2008on,2008,Greater Toronto Regional,1206590400,ON,Canada,NULL,2008-03-27,2008-03-29,0,5,f,NULL,Completed,106,88,70.13,25.93,14.5,14.8,11.2,0.8019,0.1344,NULL,NULL,NULL,NULL
2008or,2008,Oregon Regional,1204174800,OR,USA,NULL,2008-02-28,2008-03-01,0,1,f,NULL,Completed,82,65,23.75,17.06,10.84,10.53,5.67,0.5854,0.2201,NULL,NULL,NULL,NULL
2008pa,2008,Philadelphia Regional,1206590400,PA,USA,NULL,2008-03-27,2008-03-29,0,5,f,NULL,Completed,99,81,48.97,25.92,14.55,17.22,9.29,0.697,0.1742,NULL,NULL,NULL,NULL
2008pit,2008,Pittsburgh Regional,1205380800,PA,USA,NULL,2008-03-13,2008-03-15,0,3,f,NULL,Completed,83,66,24.01,18.51,9.82,12.62,6.34,0.6145,0.2209,NULL,NULL,NULL,NULL
2008roc,2008,Finger Lakes Regional,1204779600,NY,USA,NULL,2008-03-06,2008-03-08,0,2,f,NULL,Completed,83,67,37.8,26.44,13.44,17.23,8.55,0.7108,0.1822,NULL,NULL,NULL,NULL
2008sac,2008,UC Davis Sacramento Regional,1205985600,CA,USA,NULL,2008-03-20,2008-03-22,0,4,f,NULL,Completed,85,68,28.13,20.97,11.24,14.08,6.18,0.6235,0.2182,NULL,NULL,NULL,NULL
2008sc,2008,Palmetto Regional,1206590400,SC,USA,NULL,2008-03-27,2008-03-29,0,5,f,NULL,Completed,78,60,32.92,20.96,10.1,14.5,7.96,0.6282,0.214,NULL,NULL,NULL,NULL
2008sdc,2008,San Diego Regional,1204779600,CA,USA,NULL,2008-03-06,2008-03-08,0,2,f,NULL,Completed,98,82,45.59,19.56,13.04,13.49,9.34,0.7347,0.1866,NULL,NULL,NULL,NULL
2008sj,2008,Silicon Valley Regional,1205380800,CA,USA,NULL,2008-03-13,2008-03-15,0,3,f,NULL,Completed,97,80,32.2,15.99,10.41,11.14,6.36,0.5773,0.2164,NULL,NULL,NULL,NULL
2008ss,2008,Suffield Shakedown,1203138000,CT,USA,NULL,2008-02-16,2008-02-16,100,0,t,NULL,Completed,27,20,25.82,18.48,9.73,14.8,5.05,0.6667,0.2216,NULL,NULL,NULL,NULL
2008tx,2008,Lone Star Regional,1205985600,TX,USA,NULL,2008-03-20,2008-03-22,0,4,f,NULL,Completed,94,77,29.92,16.87,9.06,10.52,7.02,0.617,0.1999,NULL,NULL,NULL,NULL
2008va,2008,NASA / VCU Regional,1204779600,VA,USA,NULL,2008-03-06,2008-03-08,0,2,f,NULL,Completed,103,86,28.23,18.52,11.62,10.97,6.33,0.7184,0.2034,NULL,NULL,NULL,NULL
2008wa,2008,Microsoft Seattle Regional,1205985600,WA,USA,NULL,2008-03-20,2008-03-22,0,4,f,NULL,Completed,73,57,20.26,12.73,2.7,8.3,5.8,0.7123,0.1911,NULL,NULL,NULL,NULL
2008wat,2008,Waterloo Regional,1205985600,ON,Canada,NULL,2008-03-20,2008-03-22,0,4,f,NULL,Completed,72,55,61.29,18.77,8.82,15.67,12.64,0.7083,0.1838,NULL,NULL,NULL,NULL
2008wi,2008,Wisconsin Regional,1205380800,WI,USA,NULL,2008-03-13,2008-03-15,0,3,f,NULL,Completed,97,80,37.46,18.97,11.77,11.5,7.05,0.6495,0.2043,NULL,NULL,NULL,NULL
2008wpi,2008,Battlecry@WPI 9,1210305600,MA,USA,NULL,2008-05-09,2008-05-10,99,9,t,NULL,Completed,88,56,37.25,25.15,16.92,17.59,9.02,0.7273,0.1901,NULL,NULL,NULL,NULL
2009arc,2009,Archimedes Division,1239854400,GA,USA,NULL,2009-04-16,2009-04-18,3,8,f,NULL,Completed,118,102,48.39,33.16,27.93,22.9,8.51,0.6695,0.1823,NULL,NULL,NULL,NULL
2009az,2009,Arizona Regional,1237435200,AZ,USA,NULL,2009-03-19,2009-03-21,0,4,f,NULL,Completed,80,65,42.08,21.44,13.77,15.78,7.41,0.7625,0.1683,NULL,NULL,NULL,NULL
2009ca,2009,Los Angeles Regional,1236830400,CA,USA,NULL,2009-03-12,2009-03-14,0,3,f,NULL,Completed,86,70,36.41,23.97,17.31,16.63,6.85,0.6395,0.1808,NULL,NULL,NULL,NULL
2009cg,2009,CalGames,1255147200,CA,USA,NULL,2009-10-10,2009-10-10,99,9,t,NULL,Completed,47,30,34.03,26.2,14.48,19.49,7.17,0.5957,0.2162,NULL,NULL,NULL,NULL
2009cmp,2009,Einstein Field,1240027200,GA,USA,NULL,2009-04-18,2009-04-18,4,8,f,NULL,Completed,6,0,49.62,33.23,NULL,36.78,7.47,0.6667,0.1467,NULL,NULL,NULL,NULL
