team,name,offseason,state,country,district,rookie_year,active,norm_epa,norm_epa_recent,norm_epa_mean,norm_epa_max,wins,losses,ties,count,winrate,full_wins,full_losses,full_ties,full_count,full_winrate
3857,McKinney Masterminds,false,TX,USA,NULL,2011,false,1489,NULL,1489,1489,1,5,3,9,0.2778,1,5,3,9,0.2778
3858,MetalStorm,false,MO,USA,NULL,2011,false,1451,NULL,1466,1482,10,17,1,28,0.375,10,17,1,28,0.375
3859,Wolfpack Robotics,false,CA,USA,NULL,2011,true,1530,1548,1518,1582,99,117,6,222,0.4595,213,209,6,428,0.5047
3860,Random Genetics,false,WA,USA,NULL,2011,false,1417,NULL,1375,1417,12,23,0,35,0.3429,12,23,0,35,0.3429
3861,Steel Talon,false,TN,USA,NULL,2011,false,1431,NULL,1421,1508,26,43,0,69,0.3768,26,43,0,69,0.3768
3862,Iron Scorpion 4-H Robotics,false,MO,USA,NULL,2011,false,1475,NULL,1468,1487,15,21,1,37,0.4189,19,28,1,48,0.4062
3863,Pantherbotics,false,CA,USA,NULL,2011,true,1573,1543,1508,1586,119,136,3,258,0.4671,130,152,3,285,0.4614
3865,Riley WildBots,false,IN,USA,fin,2011,true,1495,1457,1466,1553,101,155,2,258,0.3953,103,161,2,266,0.391
3866,Blazing Eagles,false,CA,USA,NULL,2011,false,1498,NULL,1498,1498,4,5,1,10,0.45,4,5,1,10,0.45
3867,Timberwolves Robotics,false,TX,USA,NULL,2011,false,1379,NULL,1339,1379,4,11,5,20,0.325,4,11,5,20,0.325
3868,Mechanized Mustangs,false,KY,USA,NULL,2011,false,1363,NULL,1449,1494,36,39,0,75,0.48,36,39,0,75,0.48
3870,Fighting Gobblers,false,VA,USA,NULL,2011,false,1425,NULL,1385,1425,7,9,1,17,0.4412,7,9,1,17,0.4412
3871,Trojan Robotics #3871,false,MN,USA,NULL,2011,true,1438,1496,1451,1546,38,68,3,109,0.3624,41,73,3,117,0.3632
3872,Pan-Tech,false,VA,USA,chs,2011,false,1427,NULL,1451,1577,54,56,2,112,0.4911,54,56,2,112,0.4911
3875,Red Storm Robotics,false,MI,USA,fim,2011,true,1577,1607,1567,1739,226,224,2,452,0.5022,267,298,3,568,0.4727
3876,Mabton LugNutz,false,WA,USA,pnw,2011,true,1435,1424,1419,1499,92,173,0,265,0.3472,92,173,0,265,0.3472
3878,Wildcats,false,HI,USA,NULL,2011,false,1454,1450,1441,1545,41,69,1,111,0.3739,41,69,1,111,0.3739
3879,Charter Bots,false,HI,USA,NULL,2011,false,1396,NULL,1426,1455,10,11,1,22,0.4773,10,11,1,22,0.4773
3880,Tiki Techs,false,HI,USA,NULL,2011,true,1492,1515,1501,1572,173,186,4,363,0.4821,173,186,4,363,0.4821
3881,WHEA Sharkbots,false,HI,USA,NULL,2011,true,1429,1481,1491,1580,101,119,1,221,0.4593,101,119,1,221,0.4593
3882,Lunas,false,HI,USA,NULL,2011,true,1612,1571,1547,1612,149,134,4,287,0.5261,149,134,4,287,0.5261
3883,Data Bits,false,MN,USA,NULL,2011,true,1613,1586,1592,1617,153,110,3,266,0.5808,203,161,5,369,0.5569
3884,Spartans #2,false,CO,USA,NULL,2011,false,1460,NULL,1460,1460,4,7,0,11,0.3636,4,7,0,11,0.3636
3885,Shockers,false,MO,USA,NULL,2011,false,1432,NULL,1436,1443,14,25,1,40,0.3625,14,25,1,40,0.3625
3886,More Titans,false,MI,USA,fim,2011,false,1476,NULL,1486,1514,45,52,1,98,0.4643,45,52,1,98,0.4643
3889,Leptechons,false,AZ,USA,NULL,2011,false,1531,1503,1503,1531,13,10,1,24,0.5625,15,16,1,32,0.4844
3890,Breaking Away,false,IN,USA,fin,2011,true,NULL,NULL,NULL,NULL,3,9,0,12,0.25,3,9,0,12,0.25
3925,Circuit of Life,false,CA,USA,NULL,2012,true,1557,1529,1538,1577,136,138,7,281,0.4964,168,174,8,350,0.4914
3926,MPArors,false,MN,USA,NULL,2012,true,1533,1571,1515,1609,82,93,2,177,0.4689,96,132,2,230,0.4217
3927,RAW-Robotics ,false,MA,USA,ne,2012,false,1443,NULL,1436,1497,23,36,3,62,0.3952,23,36,3,62,0.3952
3928,Team Neutrino,false,IA,USA,NULL,2012,true,1619,1653,1647,1732,205,126,4,335,0.6179,249,167,4,420,0.5976
3929,Atomic Dragons,false,PA,USA,fma,2012,false,1484,1555,1562,1662,160,157,0,317,0.5047,169,163,0,332,0.509
3930,SMART  Spruce Mountain Area Robotics Team,false,ME,USA,ne,2012,false,1501,1506,1532,1592,127,148,3,278,0.4622,129,155,3,287,0.4547
3931,Cockadoodle Dominators,false,OK,USA,NULL,2012,true,1588,1610,1565,1644,157,137,3,297,0.5337,159,142,3,304,0.528
3932,The Dirty Mechanics,false,FL,USA,NULL,2012,true,1592,1603,1566,1658,147,119,1,267,0.5524,153,130,1,284,0.5405
3933,PrepaTec - Taman Keet,false,NULL,Mexico,NULL,2012,true,1497,1510,1510,1609,137,128,2,267,0.5169,137,128,2,267,0.5169
3934,Robats,false,CA,USA,NULL,2012,false,1534,NULL,1497,1534,7,12,0,19,0.3684,9,16,0,25,0.36
3936,RoboBlitz 3936,false,IN,USA,fin,2012,true,1533,1502,1495,1555,132,176,3,311,0.4293,132,176,3,311,0.4293
3937,Breakaway,false,AR,USA,NULL,2012,true,1693,1727,1691,1755,250,135,4,389,0.6478,308,158,5,471,0.6592
3938,Radix Robotics,false,FL,USA,NULL,2012,false,1424,NULL,1458,1491,11,10,0,21,0.5238,11,10,0,21,0.5238
3939,Botetourt 4-H Robotics,false,VA,USA,chs,2012,true,1511,1504,1492,1581,107,124,10,241,0.4647,115,139,11,265,0.4547
3940,CyberTooth,false,IN,USA,fin,2012,true,1721,1678,1599,1721,232,204,5,441,0.5317,311,260,5,576,0.5443
3941,"FRC TEAM 3941 Absolute Zero Electricity - Northern Chesapeake STEM, Inc.",false,MD,USA,chs,2012,false,1534,1525,1525,1628,114,124,7,245,0.4796,129,156,8,293,0.4539
3942,Northark Pioneers,false,AR,USA,NULL,2012,false,1447,NULL,1449,1452,9,14,0,23,0.3913,10,15,0,25,0.4
3943,Bulltronics,false,NULL,Mexico,NULL,2012,false,1464,NULL,1384,1464,7,11,0,18,0.3889,7,11,0,18,0.3889
3944,All Knights,false,AZ,USA,NULL,2012,true,1520,1471,1514,1662,85,83,3,171,0.5058,92,89,3,184,0.5082
3945,"Cobratics, Inc",false,TN,USA,NULL,2012,false,1600,NULL,1600,1600,7,3,0,10,0.7,7,3,0,10,0.7
3946,Tiger Robotics,false,LA,USA,NULL,2012,false,1489,1483,1453,1489,55,64,1,120,0.4625,81,97,3,181,0.4558
3947,The Last Crusaders,false,IN,USA,fin,2012,true,1506,1500,1580,1644,144,141,4,289,0.5052,160,155,4,319,0.5078
3948,BAWSS,false,VA,USA,NULL,2012,false,1304,NULL,1304,1304,3,7,0,10,0.3,3,7,0,10,0.3
3949,d'Y Robotics,false,ON,Canada,NULL,2012,false,1452,NULL,1482,1537,25,34,2,61,0.4262,25,34,2,61,0.4262
3950,RoboGym Robotics,false,NY,USA,NULL,2012,true,1614,1550,1545,1629,102,115,2,219,0.4703,104,118,4,226,0.469
3951,SUITS,false,NY,USA,NULL,2012,true,1466,1486,1504,1568,65,70,1,136,0.4816,94,124,1,219,0.4315
3952,Troy Robotics,false,CA,USA,NULL,2012,true,1500,1476,1425,1523,64,81,4,149,0.443,68,87,4,159,0.4403
3953,ROBATS,false,CA,USA,NULL,2012,false,1503,1515,1497,1529,37,47,1,85,0.4412,46,51,2,99,0.4747
3954,4-H Electrotechs,false,PA,USA,NULL,2012,true,1502,1536,1542,1611,61,57,4,122,0.5164,61,57,4,122,0.5164
3955,4-H Gears,false,PA,USA,NULL,2012,false,1416,1416,1461,1543,28,52,1,81,0.3519,28,52,1,81,0.3519
3957,4-H Robo Rangers,false,PA,USA,NULL,2012,false,1477,1467,1455,1509,35,53,1,89,0.3989,35,53,1,89,0.3989
3958,Schrodinger's Cat,false,MA,USA,ne,2012,true,1556,1538,1521,1585,160,145,2,307,0.5244,173,166,2,341,0.5103
3959,Mech Tech,false,AL,USA,NULL,2012,true,1624,1680,1592,1747,198,126,3,327,0.6101,206,130,3,339,0.6121
3960,BEast Robotics,false,UT,USA,NULL,2012,false,1468,NULL,1468,1468,4,7,0,11,0.3636,4,7,0,11,0.3636
3961,MBA Execs,false,TN,USA,NULL,2012,false,1400,NULL,1411,1485,44,68,0,112,0.3929,44,68,0,112,0.3929
3962,Incognito Robotics,false,PA,USA,NULL,2012,false,1366,NULL,1483,1546,16,18,0,34,0.4706,16,18,0,34,0.4706
3963,Urban Robots,false,WI,USA,NULL,2012,false,1446,NULL,1375,1446,7,13,1,21,0.3571,7,13,1,21,0.3571
3965,Sultans,false,CA,USA,NULL,2012,true,1440,1501,1529,1595,116,131,4,251,0.4701,124,143,5,272,0.4651
3966,L&N STEMpunks,false,TN,USA,NULL,2012,true,1514,1528,1473,1555,77,93,2,172,0.4535,92,102,2,196,0.4745
3967,Trojans Robotics,false,CA,USA,NULL,2012,false,1407,NULL,1448,1480,14,27,0,41,0.3415,14,27,0,41,0.3415
3968,Higher Voltage,false,WA,USA,pnw,2012,false,1582,NULL,1627,1757,49,48,4,101,0.505,49,48,4,101,0.505
3969,Phoenix,false,QC,Canada,NULL,2012,false,1405,NULL,1447,1495,24,41,1,66,0.3712,24,41,1,66,0.3712
3970,Duncan Dynamics,false,CA,USA,NULL,2012,true,1648,1582,1588,1709,182,121,3,306,0.5997,206,153,4,363,0.573
3971,Kai Orbus,false,NC,USA,fnc,2012,false,1455,NULL,1484,1554,66,65,4,135,0.5037,66,65,4,135,0.5037
3972,Raider Robos,false,TN,USA,NULL,2012,false,1407,NULL,1400,1435,18,15,0,33,0.5455,18,15,0,33,0.5455
3973,Pirate Robotics,false,MO,USA,NULL,2012,false,1527,NULL,1483,1527,10,20,0,30,0.3333,10,20,0,30,0.3333
3974,E=mCD,false,PA,USA,fma,2012,false,1491,1513,1570,1622,199,182,6,387,0.522,203,186,6,395,0.5215
3975,Les Dragons,false,QC,Canada,NULL,2012,true,1437,1457,1440,1510,44,60,3,107,0.4252,44,60,3,107,0.4252
3976,Electric Hornets,false,SC,USA,NULL,2012,true,1376,1403,1404,1442,46,92,3,141,0.3369,49,102,3,154,0.3279
3977,Predateurs ,false,QC,Canada,NULL,2012,false,1499,NULL,1505,1552,14,21,1,36,0.4028,14,21,1,36,0.4028
3978,Bouledogues,false,QC,Canada,NULL,2012,false,1523,NULL,1523,1523,7,4,1,12,0.625,7,4,1,12,0.625
3979,Solaris,false,QC,Canada,NULL,2012,false,1364,NULL,1426,1494,14,29,1,44,0.3295,14,29,1,44,0.3295
3980,Scorpions,false,QC,Canada,NULL,2012,false,1408,NULL,1408,1408,5,6,0,11,0.4545,5,6,0,11,0.4545
3981,Loups,false,QC,Canada,NULL,2012,false,1465,1431,1418,1484,41,63,1,105,0.3952,41,63,1,105,0.3952
3983,Bobcats,false,QC,Canada,NULL,2012,false,1451,NULL,1452,1454,12,17,0,29,0.4138,12,17,0,29,0.4138
3984,Topper Robotics,false,TN,USA,NULL,2012,true,1433,1425,1461,1539,44,65,1,110,0.4045,44,65,1,110,0.4045
3985,Sonic Howl,false,QC,Canada,NULL,2012,true,1515,1483,1483,1634,87,111,3,201,0.4403,87,111,3,201,0.4403
3986,Express-O,false,QC,Canada,NULL,2012,true,1616,1622,1536,1693,135,114,4,253,0.5415,136,124,4,264,0.5227
3987,Les Audacieux,false,QC,Canada,NULL,2012,false,1460,NULL,1391,1460,14,21,1,36,0.4028,14,21,1,36,0.4028
3988,Scarabot,false,QC,Canada,NULL,2012,false,1592,1470,1473,1592,77,102,6,185,0.4324,77,102,6,185,0.4324
3989,Classics,false,QC,Canada,NULL,2012,false,1471,NULL,1427,1471,15,19,0,34,0.4412,15,19,0,34,0.4412
3990,Tech for Kids,false,QC,Canada,NULL,2012,true,1678,1665,1653,1728,276,98,2,376,0.7367,276,98,2,376,0.7367
3991,KnightVision,false,LA,USA,NULL,2012,false,1436,1472,1501,1588,103,105,2,210,0.4952,166,152,3,321,0.5218
3992,Eagles Robotics Xperience,false,FL,USA,NULL,2012,false,1474,NULL,1516,1584,20,28,1,49,0.4184,20,28,1,49,0.4184
3993,Humanoids,false,CA,USA,NULL,2012,false,1421,1390,1434,1601,33,53,0,86,0.3837,33,53,0,86,0.3837
3994,Goldenlions FIRST Robotics,false,AR,USA,NULL,2012,false,1500,NULL,1500,1500,3,7,1,11,0.3182,3,7,1,11,0.3182
3995,Automata,false,OR,USA,NULL,2012,false,1393,NULL,1463,1532,18,16,1,35,0.5286,18,16,1,35,0.5286
3996,RIKITIK,false,QC,Canada,NULL,2012,true,1534,1573,1549,1610,120,85,6,211,0.5829,120,85,6,211,0.5829
3997,Screaming Chickens,false,TX,USA,fit,2012,false,1447,1520,1569,1687,109,103,3,215,0.514,136,134,4,274,0.5036
3998,Redneck Robotics,false,GA,USA,pch,2012,false,1586,1561,1549,1601,113,79,4,196,0.5867,120,84,4,208,0.5865
3999,Shadetree Robotics,false,TX,USA,NULL,2012,false,1568,1568,1521,1590,65,75,0,140,0.4643,131,153,1,285,0.4614
4000,Texsquad,false,TX,USA,NULL,2012,false,1370,NULL,1370,1370,5,4,0,9,0.5556,5,4,0,9,0.5556
4001,RAMS ROBOTICS,false,ON,Canada,ont,2012,false,1511,1511,1610,1732,153,92,2,247,0.6235,161,112,2,275,0.5891
4002,OSTC-SE Robotics,false,MI,USA,fim,2012,false,1545,NULL,1545,1545,15,12,1,28,0.5536,15,12,1,28,0.5536
4003,TriSonics,false,MI,USA,fim,2012,true,1755,1693,1662,1808,384,197,6,587,0.6593,410,222,6,638,0.6473
4004,M.A.R.S. Rovers,false,MI,USA,fim,2012,true,1511,1591,1569,1692,185,209,4,398,0.4698,211,233,5,449,0.4755
4005,Hostile Gato Robotics,false,OK,USA,NULL,2012,true,1563,1547,1516,1647,93,91,3,187,0.5053,93,91,3,187,0.5053
4006,CIBorgs,false,NY,USA,NULL,2012,false,1509,1477,1530,1616,43,45,3,91,0.489,45,49,3,97,0.4794
4007,Les Cactus,false,QC,Canada,NULL,2012,false,1479,NULL,1498,1600,30,38,5,73,0.4452,30,38,5,73,0.4452
4008,Theodore Roosevelt's Disco Haircut,false,IN,USA,fin,2012,false,1422,1429,1461,1579,66,83,3,152,0.4441,66,83,3,152,0.4441
4009,Denfeld DNA Robotics,false,MN,USA,NULL,2012,true,1589,1595,1565,1702,138,100,6,244,0.5779,169,123,7,299,0.5769
4010,PrepaTec - Nautilus,false,NULL,Mexico,NULL,2012,true,1551,1522,1490,1584,144,172,6,322,0.4565,144,172,6,322,0.4565
4011,πρbοtics   (Pi Robotics),false,WI,USA,NULL,2012,true,1479,1506,1503,1553,62,81,1,144,0.434,62,81,1,144,0.434
4012,Bad News Bots,false,NY,USA,NULL,2012,true,1397,1421,1467,1627,32,48,1,81,0.4012,35,55,1,91,0.3901
4013,Clockwork Mania,false,FL,USA,NULL,2012,true,1457,1471,1493,1613,103,173,3,279,0.3746,103,173,3,279,0.3746
4014,Pixelators,false,CA,USA,NULL,2012,true,1471,1511,1485,1550,61,77,2,140,0.4429,69,92,2,163,0.4294
4015,Jag,false,ON,Canada,ont,2012,true,1507,1497,1450,1552,75,118,2,195,0.3897,82,130,2,214,0.3879
4016,Ashebots,false,NC,USA,NULL,2012,false,1488,NULL,1454,1488,6,19,0,25,0.24,6,19,0,25,0.24
4017,Bulldogs,false,WA,USA,NULL,2012,false,1517,NULL,1517,1517,4,7,0,11,0.3636,4,7,0,11,0.3636
4018,Knight Bots,false,AZ,USA,NULL,2012,false,1492,NULL,1416,1492,14,38,3,55,0.2818,14,38,3,55,0.2818
4019,Mechanical Paradise,false,CA,USA,NULL,2012,true,1440,1449,1439,1512,41,76,4,121,0.3554,41,76,4,121,0.3554
4020,Cyber Tribe,false,TN,USA,NULL,2012,true,1731,1692,1604,1748,144,90,0,234,0.6154,144,90,0,234,0.6154
4021,igKnightion,false,WI,USA,NULL,2012,true,1514,1508,1513,1565,72,74,4,150,0.4933,72,74,4,150,0.4933
4022,Warriors,false,ON,Canada,NULL,2012,false,1421,NULL,1421,1421,4,6,0,10,0.4,4,6,0,10,0.4
4023,Buff Sci-borgs,false,NY,USA,NULL,2012,false,1362,1362,1403,1490,18,43,2,63,0.3016,23,48,2,73,0.3288
4024,TechnoSaints,false,FL,USA,NULL,2012,true,1396,1399,1417,1480,37,62,2,101,0.3762,37,62,2,101,0.3762
4025,War Eagles,false,TN,USA,NULL,2012,false,1466,NULL,1406,1466,13,27,1,41,0.3293,13,27,1,41,0.3293
4026,Global Dynamics,false,GA,USA,pch,2012,true,1473,1554,1549,1634,202,167,7,376,0.5465,218,185,7,410,0.5402
4027,Centre Punch,false,PA,USA,NULL,2012,true,1614,1599,1522,1615,109,94,3,206,0.5364,134,105,3,242,0.5599
4028,The Beak Squad,false,OH,USA,NULL,2012,true,1763,1691,1666,1763,234,133,4,371,0.6361,298,162,4,464,0.6466
4029,SpartanBots,false,CA,USA,NULL,2012,false,1447,NULL,1468,1488,7,9,1,17,0.4412,7,9,1,17,0.4412
4030,NullPointerException,false,WA,USA,pnw,2012,false,1465,NULL,1503,1587,62,75,2,139,0.4532,68,81,2,151,0.457
4031,4-H Force Team,false,PA,USA,NULL,2012,false,1455,NULL,1478,1516,29,34,1,64,0.4609,29,34,1,64,0.4609
4032,4-H Chrome Clovers,false,PA,USA,NULL,2012,false,1472,NULL,1455,1490,8,24,0,32,0.25,8,24,0,32,0.25
4034,Pelham πthons Team 4034,false,NH,USA,ne,2012,true,1442,1447,1442,1494,76,108,3,187,0.4144,76,108,3,187,0.4144
4035,Torbotix,false,NJ,USA,fma,2012,false,1474,1493,1437,1512,82,134,2,218,0.3807,82,134,2,218,0.3807
4036,Short Circuit,false,NV,USA,NULL,2012,false,1412,NULL,1464,1515,7,15,0,22,0.3182,7,15,0,22,0.3182
4037,Hot Springs Tronix,false,AR,USA,NULL,2012,false,1375,NULL,1339,1375,7,16,0,23,0.3043,7,16,0,23,0.3043
4038,Binary Robotics,false,WA,USA,pnw,2012,false,1439,NULL,1456,1552,31,40,0,71,0.4366,31,40,0,71,0.4366
4039,MakeShift Robotics,false,ON,Canada,ont,2012,true,1726,1665,1651,1790,343,183,7,533,0.6501,440,261,11,712,0.6257
4041,Iron Tigers,false,ME,USA,ne,2012,true,1569,1609,1549,1677,145,152,3,300,0.4883,201,204,5,410,0.4963
4042,Murphy's Lawyers,false,ME,USA,ne,2012,false,1433,1433,1447,1534,51,99,2,152,0.3421,51,99,2,152,0.3421
4043,NerdHerd,false,OR,USA,pnw,2012,true,1501,1545,1489,1708,154,175,7,336,0.4688,173,187,7,367,0.4809
4044,SCREAMIN' EAGLES,false,MI,USA,fim,2012,false,1431,NULL,1443,1455,16,32,0,48,0.3333,16,32,0,48,0.3333
4045,Toxic Drones,false,TX,USA,NULL,2012,false,1354,NULL,1419,1479,18,20,1,39,0.4744,18,20,1,39,0.4744
4046,Schrodinger's Dragons,false,CA,USA,NULL,2012,false,1436,NULL,1402,1436,5,11,1,17,0.3235,5,11,1,17,0.3235
4047,Cyber Dogz,false,CA,USA,NULL,2012,false,1348,NULL,1421,1521,20,21,1,42,0.4881,20,21,1,42,0.4881
4048,Redshift,false,MA,USA,ne,2012,true,1555,1530,1558,1676,161,175,4,340,0.4794,216,228,4,448,0.4866
4049,Knoch Knights Robotics,false,PA,USA,NULL,2012,false,1524,1477,1500,1555,37,51,0,88,0.4205,37,51,0,88,0.4205
4050,Biohazard,false,PA,USA,NULL,2012,true,1571,1565,1567,1778,96,109,3,208,0.4688,108,119,3,230,0.4761
4051,Sabin-Sharks,false,OR,USA,pnw,2012,false,1411,1407,1453,1503,68,105,4,177,0.3955,68,105,4,177,0.3955
4052,WolfTrack,false,FL,USA,NULL,2012,false,1439,NULL,1492,1545,9,12,0,21,0.4286,9,12,0,21,0.4286
4053,Team Ascension,false,LA,USA,NULL,2012,false,1454,1454,1425,1474,29,39,1,69,0.4275,33,45,1,79,0.4241
4054,Robo Hawks,false,WI,USA,NULL,2012,true,1469,1463,1442,1541,46,41,3,90,0.5278,46,41,3,90,0.5278
4055,NRG,false,CT,USA,ne,2012,false,1513,1537,1565,1667,209,187,4,400,0.5275,292,257,6,555,0.5315
4056,Chancho's Robotics,false,CA,USA,NULL,2012,false,1390,1421,1453,1531,38,49,1,88,0.4375,46,64,1,111,0.4189
4057,Klamath Basin Robotics - STEAMPUNK,false,OR,USA,pnw,2012,false,1518,1532,1527,1584,116,149,4,269,0.4387,116,149,4,269,0.4387
4058,BoomBots,false,IN,USA,NULL,2012,false,1494,NULL,1434,1494,6,15,1,22,0.2955,6,15,1,22,0.2955
4059,SpareParts,false,GA,USA,NULL,2012,false,1459,NULL,1459,1459,3,4,2,9,0.4444,3,4,2,9,0.4444
4060,Bearcat Robotics,false,WA,USA,pnw,2012,true,1415,1483,1496,1593,181,216,4,401,0.4564,193,235,4,432,0.4514
4061,SciBorgs,false,WA,USA,pnw,2012,true,1521,1546,1605,1694,279,186,3,468,0.5994,298,191,4,493,0.6085
4062,Électro Choc Gérald-Godin,false,QC,Canada,NULL,2012,false,1550,NULL,1550,1550,6,6,0,12,0.5,6,6,0,12,0.5
4063,TriKzR4Kidz,false,TX,USA,fit,2012,true,1664,1606,1603,1698,296,175,5,476,0.6271,327,202,6,535,0.6168
4064,InZombiacs,false,FL,USA,NULL,2012,false,1470,1477,1453,1495,31,43,1,75,0.42,31,43,1,75,0.42
4065,Nerds of Prey,false,FL,USA,NULL,2012,true,1503,1481,1470,1553,84,66,1,151,0.5596,86,68,1,155,0.5581
4066,MechMate,false,FL,USA,NULL,2012,false,1459,NULL,1474,1489,10,9,0,19,0.5263,10,9,0,19,0.5263
4067,The Incredible Hawk,false,MD,USA,chs,2012,false,1504,NULL,1488,1580,59,70,6,135,0.4593,60,74,6,140,0.45
4068,Bearbotics,false,CO,USA,NULL,2012,true,1570,1512,1485,1570,111,96,3,210,0.5357,122,103,3,228,0.5417
4069,Lo-Ellen Robotics,false,ON,Canada,ont,2012,true,1590,1588,1556,1614,180,180,6,366,0.5,190,190,6,386,0.5
4070,Silicon Synapse,false,IN,USA,NULL,2012,false,1503,NULL,1491,1517,26,30,0,56,0.4643,26,30,0,56,0.4643
4071,Diatonic Carbonites,false,NY,USA,NULL,2012,false,1539,NULL,1421,1539,6,9,2,17,0.4118,6,9,2,17,0.4118
4072,Demon Robotics,false,CO,USA,NULL,2012,false,1479,NULL,1461,1480,13,21,0,34,0.3824,13,21,0,34,0.3824
4073,RoboKatz,false,SC,USA,NULL,2012,true,1460,1456,1506,1602,86,84,3,173,0.5058,86,84,3,173,0.5058
4074,Shark Bytes,false,SC,USA,NULL,2012,false,1499,1455,1452,1501,34,58,1,93,0.371,34,58,1,93,0.371
4075,Robo Tigers,false,SC,USA,NULL,2012,false,1663,1529,1508,1663,41,45,0,86,0.4767,41,45,0,86,0.4767
4076,Texan Robotics,false,TX,USA,fit,2012,false,1499,1499,1466,1533,29,42,1,72,0.4097,36,45,1,82,0.4451
4077,M*A*S*H,false,WA,USA,pnw,2012,false,1576,1576,1541,1710,111,101,1,213,0.5235,126,113,2,241,0.527
4078,Warriors,false,CA,USA,NULL,2012,false,1454,1454,1422,1470,21,49,1,71,0.3028,21,49,1,71,0.3028
4079,Quantum Leap,false,CA,USA,NULL,2012,true,1465,1576,1514,1635,65,74,2,141,0.4681,95,115,3,213,0.4531
4080,Team Reboot,false,GA,USA,pch,2012,false,1430,1440,1500,1633,113,119,8,240,0.4875,113,119,8,240,0.4875
4081,Metal Masters,false,IN,USA,NULL,2012,false,1363,NULL,1370,1377,10,22,0,32,0.3125,10,22,0,32,0.3125
4082,Ranching Robots,false,WA,USA,pnw,2012,false,1443,NULL,1463,1518,54,58,1,113,0.4823,54,58,1,113,0.4823
4083,The Iron Wolverines,false,SC,USA,NULL,2012,false,1533,1488,1457,1549,78,120,1,199,0.3945,88,133,1,222,0.3986
4084,Nuclear Launch Detected,false,TX,USA,NULL,2012,false,1422,NULL,1422,1422,7,8,2,17,0.4706,7,8,2,17,0.4706
4085,Technical Difficulties,false,OH,USA,NULL,2012,true,1471,1539,1576,1682,143,114,4,261,0.5556,155,128,5,288,0.5469
4086,Team Tesla,false,ID,USA,NULL,2012,false,1554,NULL,1540,1554,15,18,2,35,0.4571,15,18,2,35,0.4571
4087,Voodoo Voltage,false,LA,USA,NULL,2012,true,1578,1632,1532,1756,111,86,1,198,0.5631,139,115,2,256,0.5469
4088,Insidious Aftershock,false,FL,USA,NULL,2012,false,1423,NULL,1416,1423,5,16,0,21,0.2381,5,16,0,21,0.2381
4089,Stealth Robotics,false,WA,USA,pnw,2012,true,1645,1580,1536,1645,216,174,6,396,0.553,255,192,8,455,0.5692
4090,Reb Teks,false,AR,USA,NULL,2012,false,1399,NULL,1434,1479,31,45,0,76,0.4079,31,45,0,76,0.4079
4091,DRIFT,false,NULL,Dominican Republic,NULL,2012,true,1503,1468,1479,1539,62,81,1,144,0.434,62,81,1,144,0.434
4092,Jackson Robotics,false,AL,USA,NULL,2012,false,1494,NULL,1571,1675,36,27,2,65,0.5692,36,27,2,65,0.5692
4093,Hardwired,false,NY,USA,NULL,2012,true,1517,1475,1465,1518,38,70,0,108,0.3519,44,80,0,124,0.3548
4094,The Cyber Wolves,false,ON,Canada,NULL,2012,false,1495,NULL,1495,1495,8,10,0,18,0.4444,8,10,0,18,0.4444
4095,Team RoXI,false,WI,USA,NULL,2012,false,1387,NULL,1442,1500,9,21,1,31,0.3065,9,21,1,31,0.3065
4096,Ctrl-Z,false,IL,USA,NULL,2012,true,1567,1595,1571,1620,129,140,1,270,0.4796,157,182,1,340,0.4632
4097,Devilbots,false,MA,USA,ne,2012,false,1476,1480,1505,1560,87,114,3,204,0.4338,103,148,4,255,0.4118
4098,Viking Robotics Team,false,TN,USA,NULL,2012,false,1470,NULL,1446,1523,24,36,1,61,0.4016,24,36,1,61,0.4016
4099,The Falcons,false,MD,USA,chs,2012,true,1639,1564,1503,1639,147,142,5,294,0.5085,173,169,5,347,0.5058
4101,St. Francis High School,false,CA,USA,NULL,2012,false,1430,NULL,1430,1430,3,6,0,9,0.3333,3,6,0,9,0.3333
4102,Spartans,false,NM,USA,NULL,2012,false,1432,NULL,1480,1532,20,27,1,48,0.4271,20,27,1,48,0.4271
4103,Roborioles,false,IN,USA,fin,2012,false,1635,1604,1580,1755,142,123,4,269,0.5353,142,123,4,269,0.5353
4104,Error-4104,false,WA,USA,pnw,2012,true,1408,1411,1421,1499,105,153,2,260,0.4077,105,153,2,260,0.4077
4105,ChiefBotsFTS,false,WA,USA,pnw,2012,false,1371,NULL,1419,1444,9,25,0,34,0.2647,9,25,0,34,0.2647
4106,Bots of Prey,false,ID,USA,NULL,2012,false,1407,NULL,1458,1518,18,28,2,48,0.3958,18,28,2,48,0.3958
4107,Team Storm,false,MS,USA,NULL,2012,true,1474,1470,1466,1524,38,56,3,97,0.4072,55,74,3,132,0.428
4108,Randolph Robotics,false,NY,USA,NULL,2012,false,1349,NULL,1408,1464,9,15,1,25,0.38,9,15,1,25,0.38
4109,Reynolds Robo Raiders,false,OR,USA,NULL,2012,false,1347,NULL,1347,1347,2,6,1,9,0.2778,2,6,1,9,0.2778
4110,DEEP SPACE 9'ers,false,OR,USA,pnw,2012,false,1485,1452,1476,1532,78,117,3,198,0.4015,78,117,3,198,0.4015
4111,Some Assembly Required,false,AZ,USA,NULL,2012,true,1346,1380,1384,1445,43,80,4,127,0.3543,45,94,4,143,0.3287
