team,name,country,state,rookie_year,offseason,district,active,primary_color,secondary_color,wins,losses,ties,count,winrate,full_wins,full_losses,full_ties,full_count,full_winrate,norm_epa,norm_epa_recent,norm_epa_mean,norm_epa_max
6649,CHA Circuits ,USA,MI,2017,f,fim,f,NULL,NULL,12,26,0,38,0.3158,12,26,0,38,0.3158,1473,NULL,1438,1473
665,Motor Monkeys,USA,FL,2001,f,NULL,f,NULL,NULL,101,124,5,230,0.45,101,124,5,230,0.45,1414,NULL,1509,1608
6650,Tribebots,USA,CA,2017,f,NULL,f,NULL,NULL,4,4,1,9,0.5,4,4,1,9,0.5,1454,NULL,1454,1454
6651,Golden Bots,USA,IL,2017,f,NULL,t,NULL,NULL,45,61,1,107,0.4252,50,67,1,118,0.428,1424,1441,1467,1536
6652,Tigres,Mexico,NULL,2017,f,NULL,t,#fa9e00,#f0f8fe,60,104,1,165,0.3667,65,111,1,177,0.3701,1478,1458,1442,1540
6654,Central Robobcatics,USA,TN,2017,f,NULL,f,NULL,NULL,6,14,0,20,0.3,6,14,0,20,0.3,1427,NULL,1412,1427
6655,Texan Robotics,USA,TX,2017,f,fit,f,NULL,NULL,26,50,0,76,0.3421,26,50,0,76,0.3421,1448,1448,1454,1492
6656,Ryu Botics,USA,AZ,2017,f,NULL,f,NULL,NULL,25,35,1,61,0.418,30,38,1,69,0.442,1469,1469,1444,1469
6657,Arborbotics,USA,CA,2017,f,NULL,t,NULL,NULL,44,58,0,102,0.4314,65,81,0,146,0.4452,1531,1521,1487,1533
6657B,6657B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,9,26,0,35,0.2571,1384,1375,1354,1384
6658,Rockbotics,USA,CA,2017,f,NULL,t,NULL,NULL,30,52,2,84,0.369,30,52,2,84,0.369,1475,1443,1418,1502
6659,CouBots,USA,CA,2017,f,NULL,f,NULL,NULL,12,12,2,26,0.5,12,12,2,26,0.5,1411,NULL,1417,1434
666,The TorMentors,USA,CT,2008,t,NULL,f,NULL,NULL,0,0,0,0,0,18,22,2,42,0.4524,1421,1421,1426,1460
6660,MarkerBots,USA,MO,2017,f,NULL,f,NULL,NULL,7,23,1,31,0.2419,7,23,1,31,0.2419,1387,NULL,1410,1451
6662,FalconX,USA,CA,2017,f,NULL,t,NULL,NULL,27,49,2,78,0.359,41,72,2,115,0.3652,1479,1462,1470,1528
6663,Kamikaze Krew,USA,MN,2017,f,NULL,f,NULL,NULL,1,7,0,8,0.125,1,7,0,8,0.125,1374,NULL,1374,1374
6664,LADYBOTS,USA,TX,2017,f,fit,f,NULL,NULL,18,25,1,44,0.4205,18,25,1,44,0.4205,1360,1360,1404,1454
6665,C-Otters,USA,CA,2017,f,NULL,t,#0066b3,#ed1c24,33,50,0,83,0.3976,33,50,0,83,0.3976,1402,1403,1435,1483
6666,Hephaestus,Mexico,NULL,2017,f,NULL,f,NULL,NULL,25,35,0,60,0.4167,25,35,0,60,0.4167,1347,1347,1392,1476
6667,STEM Clippers,USA,PA,2017,f,fma,f,NULL,NULL,12,22,0,34,0.3529,12,22,0,34,0.3529,1363,NULL,1385,1407
6668,Scorpion,USA,CA,2017,f,NULL,f,NULL,NULL,22,34,1,57,0.3947,22,34,1,57,0.3947,1431,NULL,1465,1492
6669,ATL Eagles Robotics,USA,FL,2017,f,NULL,f,NULL,NULL,6,12,0,18,0.3333,6,12,0,18,0.3333,1430,NULL,1430,1430
6670,Red Cat Robots,USA,WI,2017,f,NULL,f,NULL,NULL,11,19,0,30,0.3667,11,19,0,30,0.3667,1451,NULL,1436,1451
6671,Adamas Robotics,USA,TX,2017,f,NULL,f,NULL,NULL,8,8,1,17,0.5,8,8,1,17,0.5,1468,NULL,1434,1468
6672,Fusion Corps,USA,TX,2017,f,fit,t,#000000,#ffffff,201,80,2,283,0.7138,201,80,2,283,0.7138,1735,1691,1665,1765
6673,Alexis Tech Warriors,Canada,AB,2017,f,NULL,f,NULL,NULL,4,5,0,9,0.4444,4,5,0,9,0.4444,1396,NULL,1396,1396
6674,MIT Iron Eagles,USA,AZ,2017,f,NULL,f,NULL,NULL,25,24,1,50,0.51,25,24,1,50,0.51,1499,NULL,1461,1499
6675,Ingenious Innovators,USA,CT,2017,f,ne,f,NULL,NULL,12,15,1,28,0.4464,12,15,1,28,0.4464,1509,NULL,1509,1509
6676,Prepa Tecmilenio - Thunder Hawks - 6676,Mexico,NULL,2017,f,NULL,t,#000245,#686a91,21,40,1,62,0.3468,21,40,1,62,0.3468,1323,1335,1347,1376
6677,Team Avengers,USA,MS,2017,f,NULL,f,NULL,NULL,8,18,0,26,0.3077,8,18,0,26,0.3077,1392,NULL,1428,1472
6679,TESLA Robotics,Canada,AB,2017,f,NULL,f,NULL,NULL,17,11,0,28,0.6071,17,11,0,28,0.6071,1538,NULL,1547,1556
668,The Apes of Wrath,USA,CA,2001,f,NULL,t,#000000,#db3215,184,206,14,404,0.4728,216,246,16,478,0.4686,1522,1487,1533,1816
6680,TRIObotics,USA,ID,2017,f,NULL,f,NULL,NULL,18,25,0,43,0.4186,18,25,0,43,0.4186,1457,NULL,1412,1457
6682,A.S.T.R.O. Vikings,USA,NM,2017,f,fit,f,#27cb58,#fafcfd,26,56,3,85,0.3235,26,56,3,85,0.3235,1400,1344,1427,1522
6683,The ROAR-Botics,USA,AZ,2017,f,NULL,f,NULL,NULL,9,14,0,23,0.3913,10,29,0,39,0.2564,1401,NULL,1397,1401
6684,RoboCats,USA,TX,2017,f,NULL,f,NULL,NULL,5,15,0,20,0.25,5,15,0,20,0.25,1442,NULL,1426,1442
6685,Amped Up,USA,FL,2017,f,NULL,f,NULL,NULL,10,18,1,29,0.3621,10,18,1,29,0.3621,1436,NULL,1433,1462
6686,Bionic Broncos,USA,FL,2017,f,NULL,t,NULL,NULL,20,34,1,55,0.3727,20,34,1,55,0.3727,1319,1353,1394,1453
6687,Owltronics,USA,TX,2017,f,NULL,f,NULL,NULL,3,5,0,8,0.375,3,5,0,8,0.375,1422,NULL,1422,1422
6688,West Valley Middle College Robotics Team,USA,CA,2017,f,NULL,f,NULL,NULL,4,14,0,18,0.2222,6,20,0,26,0.2308,1370,NULL,1397,1423
6689,Robit,Mexico,NULL,2017,f,NULL,f,NULL,NULL,2,8,0,10,0.2,2,8,0,10,0.2,1395,NULL,1395,1395
6690,MV roboPride,USA,NH,2017,f,ne,t,NULL,NULL,72,89,0,161,0.4472,74,94,0,168,0.4405,1453,1461,1466,1545
6691,Torque,USA,NH,2017,f,ne,t,NULL,NULL,52,67,0,119,0.437,52,67,0,119,0.437,1505,1512,1510,1573
6692,Robofalcons,USA,CA,2017,f,NULL,f,NULL,NULL,10,18,1,29,0.3621,10,18,1,29,0.3621,1384,NULL,1392,1412
6693,TrailBLAZERS,USA,SC,2017,f,NULL,f,NULL,NULL,9,29,0,38,0.2368,9,29,0,38,0.2368,1342,1373,1368,1404
6694,INNOBOTICS,Mexico,NULL,2017,f,NULL,t,#9e9e9e,#e6641e,37,29,0,66,0.5606,37,29,0,66,0.5606,1445,1453,1450,1484
6695,Alpha Knights,USA,CA,2017,f,NULL,t,#0a0907,#ffedff,44,51,2,97,0.4639,44,51,2,97,0.4639,1488,1473,1493,1588
6696,Cardinal Dynamics,USA,OR,2017,f,pnw,t,#bd0038,#ff4500,64,80,3,147,0.4456,74,95,3,172,0.439,1418,1423,1448,1516
6696B,6696B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,1,5,0,6,0.1667,1438,1438,1438,1438
6696C,6696C,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,6,0,0,6,1,1442,1442,1442,1442
6696D,6696D,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,0,2,0,2,0,1442,1442,1442,1442
6697,EUROBOTICS,Turkey,NULL,2017,f,NULL,f,NULL,NULL,14,22,0,36,0.3889,14,22,0,36,0.3889,1410,NULL,1419,1461
6699,Thunder Robotics,USA,CA,2017,f,NULL,f,NULL,NULL,12,12,0,24,0.5,12,12,0,24,0.5,1434,NULL,1466,1497
67,The HOT Team,USA,MI,1997,f,fim,t,#7c0200,#ffffff,963,304,15,1282,0.757,1120,397,17,1534,0.7357,1836,1835,1804,2019
670,Homestead Robotics,USA,CA,2001,f,NULL,t,#067000,#ffffff,166,164,8,338,0.503,233,210,8,451,0.5255,1613,1587,1556,1666
6700,Patriot Robotics,Canada,AB,2017,f,NULL,f,NULL,NULL,14,18,0,32,0.4375,14,18,0,32,0.4375,1381,NULL,1432,1460
6701,Phoenix,Canada,SK,2017,f,NULL,f,NULL,NULL,9,22,0,31,0.2903,9,22,0,31,0.2903,1378,NULL,1433,1467
6702,PrepaTec - StingBots,Mexico,NULL,2017,f,NULL,t,#7f7f7f,#fdd70b,52,54,1,107,0.4907,61,61,1,123,0.5,1462,1450,1453,1516
6703,Prince George Secondary School Robotics Club,Canada,BC,2017,f,NULL,f,NULL,NULL,2,7,0,9,0.2222,2,7,0,9,0.2222,1402,NULL,1402,1402
6704,Mid Pacific Owl Robotics,USA,HI,2017,f,NULL,t,NULL,NULL,37,67,2,106,0.3585,37,67,2,106,0.3585,1446,1490,1493,1601
6705,WildCat 5e,USA,GA,2017,f,pch,t,NULL,NULL,176,104,2,282,0.6277,195,122,2,319,0.6144,1520,1529,1554,1692
6706,GOLEM,China,NULL,2017,f,NULL,t,NULL,NULL,26,31,0,57,0.4561,44,45,1,90,0.4944,1450,1450,1481,1514
6707,RCW Jaguar Robosapiens,USA,MN,2017,f,NULL,f,NULL,NULL,7,26,2,35,0.2286,7,26,2,35,0.2286,1409,1409,1379,1409
6708,Lobos Conalep,Mexico,NULL,2017,f,NULL,f,NULL,NULL,11,15,0,26,0.4231,11,15,0,26,0.4231,1449,NULL,1415,1449
6709,Spudinc Big Lake Robotics,USA,MN,2017,f,NULL,t,#6c4a27,#f9f9f9,28,43,2,73,0.3973,37,53,2,92,0.413,1487,1486,1479,1503
6710,Southside Robotics,USA,GA,2017,f,pch,f,NULL,NULL,3,7,0,10,0.3,3,7,0,10,0.3,1395,NULL,1395,1395
6711,Millennial Falcons,USA,CA,2017,f,NULL,t,NULL,NULL,17,40,0,57,0.2982,17,40,0,57,0.2982,1403,1420,1407,1470
6712,Mountaineers,USA,GA,2017,f,pch,t,NULL,NULL,82,111,2,195,0.4256,82,111,2,195,0.4256,1543,1485,1454,1571
6714,A. R. Johnson's Panthers,USA,GA,2017,f,pch,f,NULL,NULL,16,27,5,48,0.3854,16,27,5,48,0.3854,1345,NULL,1385,1425
6715,Hephzibah High Robotics,USA,GA,2017,f,pch,f,NULL,NULL,32,70,2,104,0.3173,32,70,2,104,0.3173,1386,1386,1390,1397
6716,Circuit Br8kers,USA,GA,2017,f,pch,f,NULL,NULL,20,26,0,46,0.4348,20,26,0,46,0.4348,1352,NULL,1361,1369
6717,SPARTANS,USA,UT,2017,f,NULL,f,NULL,NULL,10,9,0,19,0.5263,10,9,0,19,0.5263,1485,NULL,1454,1485
6718,Rocket Dogs,USA,CA,2017,f,NULL,f,NULL,NULL,9,21,1,31,0.3065,9,21,1,31,0.3065,1358,NULL,1398,1456
6719,P.O.W.E.R.,Canada,BC,2017,f,NULL,f,NULL,NULL,14,19,1,34,0.4265,14,19,1,34,0.4265,1429,1429,1413,1429
6720,Walker-Hackensack-Akeley,USA,MN,2017,f,NULL,f,NULL,NULL,11,6,0,17,0.6471,11,6,0,17,0.6471,1467,NULL,1441,1467
6721,Tindley Trailblazers,USA,IN,2017,f,fin,t,#48c0b3,#e83685,75,109,0,184,0.4076,98,138,0,236,0.4153,1522,1500,1502,1576
6722,LED Robotics,USA,FL,2017,f,NULL,t,#26f626,#663098,61,52,0,113,0.5398,61,52,0,113,0.5398,1623,1591,1524,1677
6723,Mechanical Mounties,USA,MA,2017,f,ne,t,#979892,#3c3d37,65,83,0,148,0.4392,75,99,0,174,0.431,1445,1496,1487,1631
6724,Raiders Robotics,Canada,AB,2017,f,NULL,f,NULL,NULL,3,6,0,9,0.3333,3,6,0,9,0.3333,1412,NULL,1412,1412
6725,Westminster WildBOTS,Canada,ON,2017,f,ont,t,NULL,NULL,52,79,1,132,0.3977,52,79,1,132,0.3977,1378,1374,1470,1571
6726,MITOX,China,NULL,2017,t,NULL,f,NULL,NULL,0,0,0,0,0,2,6,1,9,0.2778,1423,NULL,1423,1423
6727,HOT Bots,USA,TX,2017,f,NULL,f,NULL,NULL,13,11,0,24,0.5417,13,11,0,24,0.5417,1363,NULL,1416,1469
6728,The Fast and the Curious,USA,AR,2017,f,NULL,f,NULL,NULL,2,7,0,9,0.2222,2,7,0,9,0.2222,1346,NULL,1346,1346
6729,RobCoBots,USA,NC,2017,f,fnc,t,#272727,#696969,111,99,5,215,0.5279,119,109,5,233,0.5215,1481,1479,1487,1532
6730,CCS Nuclear Knights,USA,OK,2017,f,NULL,f,NULL,NULL,5,12,1,18,0.3056,5,12,1,18,0.3056,1432,NULL,1430,1432
6731,Record Robotics,USA,MA,2017,f,ne,t,NULL,NULL,59,97,1,157,0.379,62,102,1,165,0.3788,1435,1454,1461,1536
6732,BHS RoboRaiders,USA,WI,2017,f,NULL,t,NULL,NULL,14,35,2,51,0.2941,14,35,2,51,0.2941,1408,1404,1417,1453
6733,PSJA North Raiders,USA,TX,2017,f,fit,f,NULL,NULL,21,25,0,46,0.4565,21,25,0,46,0.4565,1350,1350,1393,1450
6736,Knights of the Sea,Israel,NULL,2017,f,isr,f,NULL,NULL,69,80,2,151,0.4636,69,80,2,151,0.4636,1497,1497,1481,1533
6737,H.R.T,Israel,NULL,2017,f,isr,f,NULL,NULL,9,15,0,24,0.375,9,15,0,24,0.375,1441,NULL,1441,1441
6738,Excalibur,Israel,NULL,2017,f,isr,t,#012265,#d0ad2f,99,112,2,213,0.4695,110,125,2,237,0.4684,1648,1532,1521,1648
6739,Tel Shevaa,Israel,NULL,2017,f,isr,f,NULL,NULL,13,38,1,52,0.2596,13,38,1,52,0.2596,1423,NULL,1424,1424
6740,G3 - Glue Gun & Glitter,Israel,NULL,2017,f,isr,t,#b9579e,#ffffff,92,113,3,208,0.4495,92,113,3,208,0.4495,1566,1482,1481,1566
6741,Space monkeys,Israel,NULL,2017,f,isr,t,#2b2b2b,#efefef,88,94,2,184,0.4837,90,104,2,196,0.4643,1370,1412,1456,1534
6742,Augmented Jays,USA,MI,2017,f,fim,f,NULL,NULL,51,48,0,99,0.5152,51,48,0,99,0.5152,1507,1507,1503,1559
6743,Tiger Engineering,USA,FL,2017,f,NULL,t,NULL,NULL,23,30,2,55,0.4364,23,30,2,55,0.4364,1552,1537,1460,1566
6744,Mehlville Pi,USA,MO,2017,f,NULL,t,#b0b0b0,#202020,27,30,1,58,0.4741,31,42,1,74,0.4257,1529,1518,1498,1531
6746,Mustangs,USA,NY,2017,f,NULL,f,NULL,NULL,18,25,0,43,0.4186,18,25,0,43,0.4186,1420,NULL,1471,1514
6748,MustangRobotics,USA,AZ,2017,f,NULL,f,NULL,NULL,3,9,0,12,0.25,3,9,0,12,0.25,1418,NULL,1418,1418
6749,tERAbytes,USA,MN,2017,f,NULL,t,NULL,NULL,33,38,0,71,0.4648,40,47,0,87,0.4598,1519,1514,1499,1519
675,Tech High Robotics,USA,CA,2001,f,NULL,f,NULL,NULL,94,119,9,222,0.4437,101,127,9,237,0.4451,1470,NULL,1482,1608
6750,HenBotix,USA,GA,2017,f,pch,f,NULL,NULL,31,60,4,95,0.3474,31,60,4,95,0.3474,1406,NULL,1421,1446
6751,RoboFlash,USA,TX,2017,f,fit,f,NULL,NULL,19,35,1,55,0.3545,29,48,1,78,0.3782,1440,1440,1394,1440
6752,charger robotics,USA,TX,2017,f,NULL,f,NULL,NULL,3,5,0,8,0.375,3,5,0,8,0.375,1434,NULL,1434,1434
6753,CBA RoboKings,USA,MI,2017,f,fim,t,#020005,#3b3b3b,124,129,1,254,0.4902,152,144,2,298,0.5134,1594,1596,1627,1720
6754,Trailbots,USA,TX,2017,f,fit,f,NULL,NULL,12,32,1,45,0.2778,12,32,1,45,0.2778,1331,NULL,1405,1443
6755,Overdrive,USA,CA,2017,f,NULL,f,NULL,NULL,6,9,1,16,0.4063,6,9,1,16,0.4063,1399,NULL,1404,1409
6758,Otternauts,USA,MN,2017,f,NULL,t,NULL,NULL,29,49,0,78,0.3718,32,54,0,86,0.3721,1529,1505,1496,1529
6762,Oscats,USA,NH,2017,f,ne,t,#262626,#f3f3f3,41,77,2,120,0.35,63,113,3,179,0.3603,1435,1431,1441,1464
6763,FUSION,USA,NH,2017,f,ne,f,#3f48cc,#66b6ff,122,98,3,223,0.5538,168,161,5,334,0.5105,1547,1490,1554,1676
6764,Flash Drives,USA,CA,2017,f,NULL,t,#080808,#f9f9f9,15,40,1,56,0.2768,15,40,1,56,0.2768,1330,1360,1383,1424
6765,Columbus City Schools Walnut Ridge Scotts,USA,OH,2017,f,NULL,f,NULL,NULL,6,12,2,20,0.35,6,12,2,20,0.35,1480,NULL,1450,1480
6766,AtomSTEM,China,NULL,2017,f,NULL,f,NULL,NULL,17,21,0,38,0.4474,20,29,0,49,0.4082,1414,NULL,1439,1459
6768,Denison Robo-Jackets,USA,TX,2017,f,fit,t,NULL,NULL,57,63,3,123,0.4756,57,63,3,123,0.4756,1431,1477,1464,1585
6769,Future Star,China,NULL,2017,f,NULL,f,NULL,NULL,4,6,1,11,0.4091,4,6,1,11,0.4091,1385,NULL,1385,1385
677,Murphy's Outlaws,USA,OH,2001,f,NULL,t,#ebb400,#b71c1c,108,176,6,290,0.3828,119,191,6,316,0.3861,1518,1508,1472,1529
6770,Semia United,China,NULL,2017,f,NULL,f,NULL,NULL,5,6,0,11,0.4545,5,6,0,11,0.4545,1409,NULL,1409,1409
6771,Raven,China,NULL,2017,f,NULL,f,NULL,NULL,6,5,1,12,0.5417,11,12,1,24,0.4792,1501,NULL,1501,1501
679,Team 679,USA,NY,2001,f,NULL,f,NULL,NULL,6,4,0,10,0.6,6,4,0,10,0.6,1535,NULL,1535,1535
68,Truck Town Thunder,USA,MI,1998,f,fim,t,#ec8300,#fff5e1,531,441,10,982,0.5458,639,553,15,1207,0.5356,1549,1540,1660,1832
6800,Valor,USA,TX,2018,f,fit,t,#000000,#eea800,167,90,1,258,0.6492,220,145,3,368,0.6019,1742,1742,1684,1783
6801,Robot Crabshell ,China,NULL,2018,f,NULL,f,NULL,NULL,8,8,0,16,0.5,8,8,0,16,0.5,1481,NULL,1481,1481
6802,Mean Caimans,USA,VA,2018,f,chs,t,#0a350b,#48a83e,109,93,6,208,0.5385,141,110,8,259,0.5598,1606,1572,1571,1628
6803,HAI-Panda,China,NULL,2018,f,NULL,f,NULL,NULL,48,31,0,79,0.6076,72,42,0,114,0.6316,1609,NULL,1616,1622
6804,Team Wolfpack,USA,CA,2018,f,NULL,f,NULL,NULL,14,13,0,27,0.5185,14,13,0,27,0.5185,1523,NULL,1473,1523
6805,Cyber Jays,USA,NE,2018,f,NULL,t,NULL,NULL,30,35,0,65,0.4615,30,35,0,65,0.4615,1527,1518,1489,1527
6806,Mineola Wild Reds,USA,NY,2018,f,NULL,t,NULL,NULL,70,100,1,171,0.4123,70,100,1,171,0.4123,1533,1521,1526,1541
6807,REAL Robotics,USA,WI,2018,f,NULL,f,NULL,NULL,7,13,0,20,0.35,7,13,0,20,0.35,1403,NULL,1409,1415
6808,William Tennent Robotics,USA,PA,2018,f,fma,t,#606161,#f7f6f4,38,78,3,119,0.3319,43,92,3,138,0.3225,1436,1431,1442,1475
6809,Aviators,USA,OK,2018,f,NULL,t,NULL,NULL,26,39,1,66,0.4015,26,39,1,66,0.4015,1464,1474,1460,1524
6811,Gunnery Gears,USA,CT,2018,f,ne,f,NULL,NULL,25,49,0,74,0.3378,25,49,0,74,0.3378,1421,1421,1424,1461
6812,Andover Snowflakes,USA,MA,2018,f,ne,f,NULL,NULL,4,8,0,12,0.3333,4,8,0,12,0.3333,1433,NULL,1433,1433
6813,Pangaea,USA,OH,2018,f,NULL,f,NULL,NULL,17,15,0,32,0.5313,17,15,0,32,0.5313,1478,NULL,1478,1478
6814,Ellipse,USA,CA,2018,f,NULL,t,#a486c0,#f9f8fb,54,70,2,126,0.4365,70,86,2,158,0.4494,1457,1482,1469,1569
6816,POPCORN PENGUINS,USA,CA,2018,t,NULL,f,NULL,NULL,0,0,0,0,0,1,4,1,6,0.25,1411,NULL,1411,1411
6817,10 Factorial,USA,MO,2018,f,NULL,t,NULL,NULL,30,43,2,75,0.4133,37,57,2,96,0.3958,1470,1476,1450,1508
6818,Navigator,China,NULL,2018,f,NULL,f,NULL,NULL,3,6,1,10,0.35,3,6,1,10,0.35,1419,NULL,1419,1419
6819,Viking Robotics,Sweden,NULL,2018,f,NULL,f,NULL,NULL,10,17,0,27,0.3704,10,17,0,27,0.3704,1415,1415,1418,1457
6820,Tecmilenio - Scorpion Bots - 6820,Mexico,NULL,2018,f,NULL,f,NULL,NULL,6,5,0,11,0.5455,6,5,0,11,0.5455,1395,NULL,1395,1395
6821,Rogue Techs,USA,CA,2018,f,NULL,f,#764342,#e0e2e4,21,44,0,65,0.3231,39,66,1,106,0.3726,1396,1396,1408,1439
6822,THE SHISHKABOTS,USA,CA,2018,f,NULL,t,NULL,NULL,37,57,0,94,0.3936,41,70,0,111,0.3694,1445,1428,1429,1485
6823,USM Robotics - Wildcats,USA,WI,2018,f,NULL,t,NULL,NULL,105,63,4,172,0.6221,111,68,4,183,0.6175,1636,1631,1597,1636
6824,LVA Robot Pigeons,USA,NV,2018,f,NULL,t,NULL,NULL,38,42,0,80,0.475,38,42,0,80,0.475,1428,1420,1469,1580
6825,THE STRONGHORNS (FRC6825),USA,NV,2018,f,NULL,t,NULL,NULL,23,39,1,63,0.373,23,39,1,63,0.373,1456,1456,1445,1457
6826,Experiment 6826,USA,NV,2018,f,NULL,f,NULL,NULL,4,8,0,12,0.3333,4,8,0,12,0.3333,1429,NULL,1429,1429
6827,hexagon,China,NULL,2018,f,NULL,f,NULL,NULL,7,6,0,13,0.5385,12,12,0,24,0.5,1531,NULL,1531,1531
6829,Ignite Robotics,USA,GA,2018,f,pch,t,#636363,#f8b909,149,104,2,255,0.5882,179,124,2,305,0.5902,1635,1580,1584,1635
6829B,6829B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,7,7,0,14,0.5,1423,NULL,1423,1423
6830,Hogbotics,USA,TX,2018,f,fit,f,#606161,#f7f6f4,23,49,0,72,0.3194,23,49,0,72,0.3194,1369,1388,1419,1493
6831,A-05 Annex,USA,OR,2018,f,pnw,t,#002895,#fb3853,86,110,1,197,0.4391,90,115,1,206,0.4393,1524,1530,1529,1613
6832,STEAMex,Mexico,NULL,2018,f,NULL,t,#88d3e2,#21a149,37,62,0,99,0.3737,37,62,0,99,0.3737,1485,1470,1457,1517
6833,Phoenix Robotics,USA,AZ,2018,f,NULL,t,#2d98ff,#eceff3,70,74,2,146,0.4863,85,83,3,171,0.5058,1512,1495,1511,1547
6834,Bionic Warriors,USA,OH,2018,f,NULL,t,NULL,NULL,13,35,0,48,0.2708,13,40,0,53,0.2453,1423,1446,1444,1488
6836,The Tinkerers,Australia,NULL,2018,f,NULL,f,NULL,NULL,9,7,0,16,0.5625,12,13,0,25,0.48,1542,NULL,1542,1542
6837,Tecmilenio - Bellum - 6837,Mexico,NULL,2018,f,NULL,f,NULL,NULL,5,7,0,12,0.4167,5,7,0,12,0.4167,1418,NULL,1418,1418
6838,X-SHARC,Türkiye,NULL,2018,f,NULL,t,#5a5658,#4aff28,111,53,2,166,0.6747,111,53,2,166,0.6747,1630,1587,1546,1642
6840,Trojan Robotics,USA,AR,2018,f,NULL,f,NULL,NULL,19,21,0,40,0.475,19,21,0,40,0.475,1420,1417,1412,1437
6841,Cerberus 2.0,Canada,AB,2018,f,NULL,f,NULL,NULL,23,16,1,40,0.5875,23,16,1,40,0.5875,1517,NULL,1481,1517
6842,Polaris,USA,GA,2018,f,pch,f,NULL,NULL,10,16,0,26,0.3846,10,16,0,26,0.3846,1433,NULL,1433,1433
6843,Guardian Gears,USA,MO,2018,f,NULL,t,NULL,NULL,25,39,0,64,0.3906,25,39,0,64,0.3906,1368,1415,1447,1542
6844,Provotypes,USA,UT,2018,f,NULL,f,#939292,#13ca62,44,42,1,87,0.5115,44,42,1,87,0.5115,1468,1502,1510,1565
6845,River Bots,USA,OR,2018,f,pnw,t,NULL,NULL,60,69,3,132,0.4659,60,69,3,132,0.4659,1411,1418,1481,1629
6846,MAGNETUDE,USA,TN,2018,f,NULL,f,NULL,NULL,10,20,0,30,0.3333,10,20,0,30,0.3333,1468,NULL,1456,1468
6847,Les Lions,Canada,QC,2018,f,NULL,f,NULL,NULL,4,5,0,9,0.4444,4,5,0,9,0.4444,1460,NULL,1460,1460
685,Team 685,USA,FL,2001,f,NULL,f,NULL,NULL,7,12,0,19,0.3684,7,12,0,19,0.3684,1455,NULL,1483,1510
6850,Cell-Ticks,USA,FL,2018,f,NULL,f,NULL,NULL,11,14,1,26,0.4423,11,14,1,26,0.4423,1412,1412,1425,1459
6851,Empereurs,Canada,QC,2018,f,NULL,f,NULL,NULL,7,13,1,21,0.3571,7,13,1,21,0.3571,1464,NULL,1490,1516
6852,JV BX,USA,MI,2018,f,fim,f,NULL,NULL,18,25,0,43,0.4186,18,25,0,43,0.4186,1565,NULL,1565,1565
6854,Viking Robotics,Canada,ON,2018,f,ont,t,#6f8fcb,#415382,45,66,0,111,0.4054,45,66,0,111,0.4054,1492,1497,1485,1501
6855,Badger Robotics,USA,AR,2018,f,NULL,f,NULL,NULL,13,17,0,30,0.4333,13,17,0,30,0.4333,1572,1572,1486,1572
6856,RoboRaptors,Canada,ON,2018,f,ont,f,NULL,NULL,27,37,0,64,0.4219,27,37,0,64,0.4219,1436,NULL,1462,1488
6858,Fern Creek Tiger Robotics,USA,KY,2018,f,NULL,f,NULL,NULL,4,6,0,10,0.4,4,6,0,10,0.4,1463,NULL,1463,1463
6859,BML Robotics,Canada,ON,2018,f,ont,t,#919191,#363636,52,70,0,122,0.4262,52,70,0,122,0.4262,1397,1426,1455,1535
686,Bovine Intervention,USA,MD,2001,f,chs,t,#252525,#979797,214,207,12,433,0.5081,281,273,13,567,0.5071,1600,1567,1511,1664
6860,Equitum Robotics,USA,NJ,2018,f,fma,t,#4d4d4d,#a8a8a8,41,87,1,129,0.3217,41,87,1,129,0.3217,1413,1401,1398,1458
6861,The Tyros Team,USA,MI,2018,f,fim,t,#383536,#727171,96,77,4,177,0.5537,158,164,5,327,0.4908,1567,1565,1570,1601
6862,The Reavers,USA,MI,2018,f,fim,f,NULL,NULL,12,36,0,48,0.25,12,36,0,48,0.25,1416,NULL,1389,1416
6863,Squirrels,USA,MD,2018,f,chs,t,NULL,NULL,48,74,3,125,0.396,48,74,3,125,0.396,1516,1484,1456,1516
6864,Gryphtech Robotics,Canada,ON,2018,f,ont,t,NULL,NULL,62,97,3,162,0.392,62,97,3,162,0.392,1506,1493,1475,1510
6865,Manitoulin Metal 6865,Canada,ON,2018,f,ont,t,#4c4c4c,#8b8b8b,44,92,2,138,0.3261,44,92,2,138,0.3261,1513,1489,1473,1521
6866,Markham Space Invaders,Canada,ON,2018,f,ont,t,NULL,NULL,34,47,1,82,0.4207,34,47,1,82,0.4207,1421,1419,1449,1514
6867,Panthera Tech,Canada,ON,2018,f,ont,f,NULL,NULL,58,48,0,106,0.5472,85,69,2,156,0.5513,1498,1498,1541,1594
6868,Cadet Robotics,USA,NY,2018,f,NULL,t,NULL,NULL,27,37,0,64,0.4219,40,53,0,93,0.4301,1523,1515,1488,1523
