key,year,name,time,country,state,district,start_date,end_date,type,week,offseason,video,status,num_teams,current_match,qual_matches,epa_max,epa_top_8,epa_top_24,epa_mean,epa_sd,count,epa_conf,epa_acc,epa_mse,epa_score_rmse,epa_score_mae,epa_score_error,rp_count,epa_rp_1_error,epa_rp_1_acc,epa_rp_1_ll,epa_rp_1_f1,epa_rp_2_error,epa_rp_2_acc,epa_rp_2_ll,epa_rp_2_f1
2022cabl,2022,Beach Blitz presented by the Gene Haas Foundation,1667534400,USA,CA,NULL,2022-11-04,2022-11-06,offseason,9,t,https://www.twitch.tv/ocfirst,Completed,42,86,70,48.83,35.21,18.25,24.15,12.61,86,0.813,0.7558,0.193,25.7462,19.4145,8.8632,140,0.572,0.3643,1.4472,0.2992,0.0987,0.6786,0.6738,0.6763
2022cacc,2022,Capital City Classic,1665806400,USA,CA,NULL,2022-10-15,2022-10-16,offseason,9,t,https://www.youtube.com/watch?v=EvWcKcM7TH4,Completed,36,74,60,69.09,28.36,14.7,20.21,12.85,74,0.8054,0.8108,0.1335,19.6745,16.3114,6.7577,120,0.3875,0.6583,0.7742,0.4225,0.1936,0.75,0.5727,0.6809
2022cacg,2022,CalGames,1665115200,USA,CA,NULL,2022-10-07,2022-10-09,offseason,9,t,https://www.youtube.com/watch?v=_OFRhzkL_vU,Completed,36,74,60,41.18,23.22,12.58,16.77,9.05,74,0.7947,0.7973,0.1402,19.5946,15.6659,6.2924,120,0.1787,0.7917,0.4491,0.6032,0.1124,0.725,0.5651,0.5217
2022cada,2022,Sacramento Regional,1648008000,USA,CA,NULL,2022-03-23,2022-03-26,regional,4,f,https://www.twitch.tv/firstinspires15,Completed,43,93,79,68.87,23.38,13.57,18.03,14.35,93,0.7828,0.7742,0.1305,18.5916,14.0155,-4.4384,158,0.0303,0.7911,0.488,0.6733,-0.0452,0.7278,0.5633,0.5981
2022cafr,2022,Central Valley Regional,1648612800,USA,CA,NULL,2022-03-30,2022-04-02,regional,5,f,https://www.twitch.tv/firstinspires17,Completed,32,89,75,72.19,22.39,12.32,20.71,15.42,89,0.8246,0.8539,0.0983,17.7736,13.9974,-4.1128,150,0.0521,0.82,0.4085,0.7692,-0.0059,0.66,0.5995,0.6047
2022cala,2022,Los Angeles Regional,1648699200,USA,CA,NULL,2022-03-31,2022-04-03,regional,5,f,https://www.twitch.tv/firstinspires19,Completed,42,92,77,52.71,28.69,16.63,19.56,11.53,92,0.7471,0.8478,0.1129,18.4288,14.0341,-7.1089,154,-0.0333,0.8117,0.4312,0.7752,-0.0836,0.6429,0.6167,0.5299
2022camb,2022,Monterey Bay Regional,1648008000,USA,CA,NULL,2022-03-23,2022-03-26,regional,4,f,https://www.twitch.tv/firstinspires17,Completed,36,90,72,63.47,25.28,11.74,18.11,13.01,90,0.7722,0.7889,0.1389,17.3839,13.5732,-4.12,144,-0.0196,0.8264,0.4369,0.7126,-0.0514,0.7569,0.5429,0.6392
2022caoc,2022,Orange County Regional,1646802000,USA,CA,NULL,2022-03-09,2022-03-12,regional,2,f,https://www.twitch.tv/firstinspires15,Completed,42,92,77,46.32,22.42,10.01,14.42,10.39,92,0.7591,0.837,0.1316,16.525,12.3958,-2.0235,154,0.0252,0.8182,0.4369,0.5625,0.0005,0.7532,0.4864,0.2963
2022caph,2022,Hueneme Port Regional,1646283600,USA,CA,NULL,2022-03-03,2022-03-06,regional,1,f,https://www.twitch.tv/firstinspires10,Completed,35,85,70,58.97,21.55,8.4,15.78,12.29,85,0.7704,0.8118,0.1209,16.3612,12.8141,-0.9585,140,0.0144,0.8929,0.2742,0.7761,-0.0506,0.7071,0.5425,0.4384
2022carv,2022,Carver Division,1650427200,USA,TX,NULL,2022-04-20,2022-04-23,champs_div,8,f,https://www.twitch.tv/firstinspires_carver,Completed,75,140,125,66.02,44,35.41,29.61,12.4,140,0.7714,0.75,0.1469,20.3529,14.9973,2.244,250,-0.0015,0.832,0.3737,0.9009,-0.0264,0.796,0.4728,0.8811
2022casd,2022,San Diego Regional presented by Qualcomm,1647489600,USA,CA,NULL,2022-03-17,2022-03-20,regional,3,f,https://www.twitch.tv/firstinspires11,Completed,53,96,80,28.82,21.27,12.56,12.64,6.85,96,0.7052,0.6979,0.1856,13.6516,10.7392,-3.5598,160,0.0077,0.9188,0.2328,0.1333,-0.0391,0.7313,0.5573,0.2456
2022casf,2022,San Francisco Regional,1647489600,USA,CA,NULL,2022-03-17,2022-03-20,regional,3,f,https://www.twitch.tv/firstinspires13,Completed,41,99,82,39.07,20.4,9.78,13.52,9.18,99,0.7764,0.798,0.16,15.4896,11.5942,-0.7665,164,-0.0171,0.8659,0.3384,0.56,-0.0133,0.7439,0.5412,0.2222
2022casj,2022,Silicon Valley Regional,1649304000,USA,CA,NULL,2022-04-07,2022-04-10,regional,6,f,https://www.twitch.tv/firstinspires19,Completed,59,105,89,70.32,31.07,17.2,19.12,13.2,105,0.8143,0.819,0.1126,15.9725,13.0188,-3.787,178,-0.0591,0.8146,0.3745,0.7626,-0.0912,0.7135,0.5293,0.5854
2022catt,2022,Tidal Tumble,1667016000,USA,CA,NULL,2022-10-29,2022-10-30,offseason,9,t,https://www.youtube.com/watch?v=22431oAx6uc,Completed,31,72,57,53.54,36.45,7.98,20.65,15.86,72,0.8333,0.7778,0.1661,29.1996,22.5093,-3.012,114,0.2753,0.6316,0.8302,0.5435,0.1902,0.6228,0.6488,0.5275
2022cave,2022,Ventura County Regional,1646802000,USA,CA,NULL,2022-03-09,2022-03-12,regional,2,f,https://www.twitch.tv/firstinspires17,Completed,40,91,74,47.32,19.86,11.97,15.08,8.99,91,0.7639,0.7802,0.1391,15.2436,11.3373,0.6341,148,0.0087,0.8581,0.3643,0.6769,-0.0228,0.6622,0.6515,0.4186
2022cc,2022,Chezy Champs,1663905600,USA,CA,NULL,2022-09-23,2022-09-25,offseason,9,t,https://www.twitch.tv/robosportsnetwork,Completed,39,80,65,69.09,51.79,40.64,42.88,11.41,80,0.744,0.825,0.1275,27.9407,20.9199,1.8209,130,0.1369,0.8462,0.6098,0.9167,0.1953,0.7308,0.7294,0.8444
2022chcmp,2022,FIRST Chesapeake District Championship sponsored by Newport News Shipbuilding,1649217600,USA,VA,chs,2022-04-06,2022-04-09,district_cmp,6,f,https://www.twitch.tv/firstchesapeake,Completed,60,138,120,46.53,31.02,23.23,22.46,7.64,138,0.7287,0.7464,0.1681,15.0436,11.9459,-1.0188,240,0.0162,0.7042,0.552,0.7746,-0.0733,0.6583,0.6487,0.7303
2022cmptx,2022,Einstein Field,1650686400,USA,TX,NULL,2022-04-23,2022-04-23,einstein,8,f,https://www.twitch.tv/firstinspires,Completed,23,18,0,69.09,51.79,NULL,44.4,13.11,18,0.6255,0.6667,0.2414,27.8016,23.2397,21.6536,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022code,2022,Colorado Regional,1648008000,USA,CO,NULL,2022-03-23,2022-03-26,regional,4,f,https://www.twitch.tv/firstinspires13,Completed,41,104,89,52.05,24.46,14.07,16.82,10.43,104,0.7901,0.7885,0.1312,13.7156,10.8585,-1.8883,178,-0.0099,0.8202,0.3876,0.6981,-0.0471,0.7135,0.5537,0.5714
2022cokc,2022,2022 Kendrick Castillo Memorial Tournament,1665115200,USA,CO,NULL,2022-10-07,2022-10-09,offseason,9,t,https://www.twitch.tv/coloradofirst,Completed,28,72,56,50.49,20.36,3.11,17.62,14.21,72,0.8704,0.8333,0.1082,21.2939,16.3225,10.4658,112,0.2454,0.7679,0.5471,0.5938,0.1299,0.6607,0.6492,0.5682
2022ctbb,2022,Bash at the Beach,1665806400,USA,CT,NULL,2022-10-15,2022-10-15,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022cthar,2022,NE District Hartford Event,1649390400,USA,CT,ne,2022-04-08,2022-04-10,district,6,f,https://www.twitch.tv/nefirst_green,Completed,40,96,80,47.06,24.51,13.38,17.46,10.58,96,0.7807,0.8021,0.1249,16.8707,13.2249,-4.3546,160,-0.0416,0.8,0.4431,0.6364,-0.0587,0.675,0.6546,0.5185
2022cttd,2022,CowTown Throw Down,1666929600,USA,MO,NULL,2022-10-28,2022-10-29,offseason,9,t,https://www.youtube.com/watch?v=031imUacYp8,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022ctwat,2022,NE District Waterbury Event,1646974800,USA,CT,ne,2022-03-11,2022-03-13,district,2,f,https://www.twitch.tv/nefirst_red,Completed,40,95,80,46.58,16.48,9.49,12.39,7.78,95,0.7466,0.7158,0.1678,11.7806,9.4298,-0.0475,160,0.0342,0.9125,0.2154,0.4615,-0.0136,0.775,0.4899,0.28
2022dc305,2022,CHS District Greater DC Event #1 Day 1,1646456400,USA,DC,chs,2022-03-05,2022-03-05,district,1,f,https://www.twitch.tv/firstchesapeake,Completed,18,39,33,24.83,9.13,NULL,9.73,6.85,39,0.7426,0.7436,0.1604,12.2688,9.5533,1.4256,66,0.0523,0.9848,0.1097,0.6667,0.019,0.7879,0.4891,0.125
2022dc306,2022,CHS District Greater DC Event #1 Day 2,1646542800,USA,DC,chs,2022-03-06,2022-03-06,district,1,f,https://www.twitch.tv/firstchesapeake,Completed,19,39,35,23.35,9.3,NULL,10.64,6.85,39,0.6827,0.6154,0.1976,14.2213,11.7488,0.9537,66,0.0301,0.9697,0.1569,0,-0.0185,0.7424,0.5476,0.1053
2022dc312,2022,CHS District Greater DC Event #2 Day 1,1647061200,USA,DC,chs,2022-03-12,2022-03-12,district,2,f,https://www.twitch.tv/firstchesapeake,Completed,18,38,30,19.97,12.2,NULL,10.67,5.22,38,0.7181,0.7895,0.1634,12.1386,9.4225,2.977,60,0.0671,0.9333,0.2213,0,0.0179,0.7667,0.4831,0
2022dc313,2022,CHS District Greater DC Event #2 Day 2,1647147600,USA,DC,chs,2022-03-13,2022-03-13,district,2,f,https://www.twitch.tv/firstchesapeake,Completed,17,35,29,22.14,10.25,NULL,9.62,5.23,35,0.7093,0.7429,0.1983,12.4126,10.119,-1.6055,58,-0.0066,0.9483,0.1495,0,0.0294,0.8966,0.32,0
2022dc319,2022,CHS District Greater DC Event #4 Day 1,1647662400,USA,DC,chs,2022-03-19,2022-03-19,district,3,f,https://www.twitch.tv/firstchesapeake,Completed,18,36,30,23.14,16.24,NULL,13.43,6.89,36,0.7482,0.7778,0.1621,12.5647,10.3251,-3.6612,60,0.0543,0.8667,0.2979,0.3333,-0.0896,0.6833,0.6309,0.4865
2022dc320,2022,CHS District Greater DC Event #4 Day 2,1647748800,USA,DC,chs,2022-03-20,2022-03-20,district,3,f,https://www.twitch.tv/firstchesapeake,Completed,16,33,27,28.42,15.87,NULL,16.11,6.59,33,0.697,0.7273,0.1701,13.4582,11.0662,-6.5867,54,0.06,0.9444,0.1516,0,-0.1543,0.6111,0.6729,0.5532
2022dc326,2022,CHS District Greater DC Event #3 Day 1,1648267200,USA,DC,chs,2022-03-26,2022-03-26,district,4,f,https://www.twitch.tv/firstchesapeake,Completed,19,39,32,32.24,15.38,NULL,14.8,8.25,39,0.7858,0.8205,0.1401,13.6035,10.7833,-3.1327,64,-0.0355,0.8438,0.3687,0.4444,-0.0342,0.7813,0.4888,0.6667
2022dc327,2022,CHS District Greater DC Event #3 Day 2,1648353600,USA,DC,chs,2022-03-27,2022-03-27,district,4,f,https://www.twitch.tv/firstchesapeake,Completed,18,37,30,22.9,16.17,NULL,14.19,5.57,37,0.6881,0.7297,0.1789,13.2004,10.198,-5.3335,60,-0.0383,0.8167,0.4557,0.6452,-0.0309,0.8,0.4841,0.1429
2022flor,2022,Orlando Regional,1646802000,USA,FL,NULL,2022-03-09,2022-03-12,regional,2,f,https://www.twitch.tv/firstinspires5,Completed,56,99,84,46.89,19.55,11.59,13.19,9.45,99,0.7767,0.798,0.1374,14.164,10.8027,-0.6422,168,0.0027,0.8988,0.2244,0.6667,-0.0267,0.75,0.4918,0.3
2022flpp,2022,Pirate's Pillage,1663992000,USA,FL,NULL,2022-09-24,2022-09-24,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022flta,2022,Tallahassee Regional,1647403200,USA,FL,NULL,2022-03-16,2022-03-19,regional,3,f,https://www.twitch.tv/firstinspires3,Completed,36,87,72,27.86,19.55,10.62,14.4,6.41,87,0.7034,0.7816,0.156,12.8296,9.9484,-2.265,144,-0.0138,0.7708,0.4321,0.3265,0.0004,0.7986,0.468,0.2162
2022flwp,2022,South Florida Regional,1646197200,USA,FL,NULL,2022-03-02,2022-03-05,regional,1,f,https://www.twitch.tv/firstinspires1,Completed,33,81,66,45.84,16.74,6.35,12.31,9.85,81,0.7662,0.8642,0.1295,12.6907,9.9783,0.0984,132,0.005,0.8712,0.2608,0.3704,0.0099,0.8182,0.4275,0.0769
2022gaalb,2022,PCH District Albany Event,1648699200,USA,GA,pch,2022-03-31,2022-04-02,district,5,f,https://www.twitch.tv/gafirst2,Completed,26,68,52,32.08,16.85,5.68,13.71,8.11,68,0.7625,0.7353,0.1522,12.4187,9.5912,-3.6431,104,-0.0692,0.7885,0.4408,0.3889,-0.0505,0.7788,0.476,0.2581
2022gacar,2022,PCH District Carrollton Event,1648094400,USA,GA,pch,2022-03-24,2022-03-26,district,4,f,https://www.twitch.tv/gafirst2,Completed,38,91,76,54.47,19.4,7.82,13.71,11.31,91,0.7933,0.8352,0.1175,15.7235,12.069,-3.5607,152,-0.0553,0.8553,0.2732,0.6207,-0.0832,0.7039,0.5445,0.3284
2022gacmp,2022,Peachtree District State Championship,1649304000,USA,GA,pch,2022-04-07,2022-04-09,district_cmp,6,f,https://www.twitch.tv/gafirst2,Completed,32,80,64,59,30.91,15.35,22.93,11.71,80,0.7897,0.825,0.1461,16.4027,11.9718,-0.9646,128,0.0122,0.8047,0.4598,0.8387,-0.0476,0.6094,0.6368,0.6622
2022gacol,2022,PCH District Columbus Event,1647489600,USA,GA,pch,2022-03-17,2022-03-19,district,3,f,https://www.twitch.tv/gafirst1,Completed,25,77,63,31.97,7.12,2.98,9.13,7.96,77,0.7695,0.8571,0.1047,11.1332,8.8426,0.2738,126,-0.0075,0.9365,0.1704,0.3333,0.0319,0.8968,0.3048,0
2022gadal,2022,PCH District Dalton Event,1646888400,USA,GA,pch,2022-03-10,2022-03-12,district,2,f,https://www.twitch.tv/gafirst2,Completed,33,79,66,37.79,12.4,6.14,9.98,7.18,79,0.718,0.7595,0.163,14.1687,11.1028,0.6642,122,0.0074,0.918,0.1871,0.2857,0.0098,0.8197,0.4452,0.0833
2022gagr,2022,GRITS (Georgia Robotics Invitational Tournament & Showcase),1666411200,USA,GA,NULL,2022-10-22,2022-10-23,offseason,9,t,https://www.twitch.tv/gafirst1,Completed,31,68,52,56.86,30.91,12.43,22.7,12.77,68,0.8302,0.7794,0.1416,25.3431,21.2417,17.2088,104,0.2918,0.6538,0.7374,0.6538,0.0312,0.625,0.5992,0.6777
2022gal,2022,Galileo Division,1650427200,USA,TX,NULL,2022-04-20,2022-04-23,champs_div,8,f,https://www.twitch.tv/firstinspires_galileo,Completed,76,143,127,67.62,48.33,38.1,31.72,12.18,143,0.7856,0.7832,0.148,20.5249,16.1671,1.6529,254,-0.0084,0.8819,0.2979,0.9345,0.0026,0.7717,0.5481,0.8619
2022glbbb,2022,Great Lakes Bay Bot Bash,1667016000,USA,MI,NULL,2022-10-29,2022-10-29,offseason,9,t,https://www.twitch.tv/first_glbr,Completed,27,43,27,47.31,31.16,9.89,23.58,12.65,43,0.7794,0.7907,0.1343,27.4138,21.0565,19.5067,54,0.2525,0.6852,0.5805,0.7463,0.1116,0.6852,0.6791,0.7536
2022hiho,2022,Hawaii Regional,1648612800,USA,HI,NULL,2022-03-30,2022-04-02,regional,5,f,https://www.twitch.tv/firstinspires30,Completed,27,64,48,47.61,22.14,5.01,16.19,11.27,64,0.8022,0.8281,0.1221,17.8382,12.5142,-0.9838,96,0.0037,0.9167,0.2946,0.8571,-0.0814,0.7292,0.5435,0.6061
2022hop,2022,Hopper Division,1650427200,USA,TX,NULL,2022-04-20,2022-04-23,champs_div,8,f,https://www.twitch.tv/firstinspires_hopper,Completed,75,141,125,72.26,49.67,37.64,32.5,13.33,141,0.7952,0.7943,0.1433,19.3337,15.1595,-0.348,250,-0.0297,0.892,0.2603,0.9407,-0.0343,0.776,0.5227,0.866
2022iacf,2022,Iowa Regional,1648008000,USA,IA,NULL,2022-03-23,2022-03-26,regional,4,f,https://www.twitch.tv/firstinspires10,Completed,45,98,83,32.42,20.27,15.31,14.73,6.76,98,0.7375,0.7755,0.1527,12.6352,9.8723,-0.811,166,0.0243,0.8373,0.3865,0.3077,-0.0117,0.759,0.5573,0.5745
2022idbo,2022,Idaho Regional,1648612800,USA,ID,NULL,2022-03-30,2022-04-02,regional,5,f,https://www.twitch.tv/firstinspires13,Completed,28,71,56,41.77,18.39,8.54,15.44,9.72,71,0.745,0.8592,0.1066,16.1283,13.1576,-1.8367,112,-0.0257,0.7946,0.4238,0.4103,-0.0844,0.6875,0.6152,0.6392
2022ilch,2022,Midwest Regional,1649217600,USA,IL,NULL,2022-04-06,2022-04-09,regional,6,f,https://www.twitch.tv/firstinspires7,Completed,47,94,79,50.62,30.07,15.68,18.84,11.05,94,0.8054,0.9255,0.085,16.1084,12.1667,-1.3646,158,-0.0212,0.7722,0.4317,0.6786,-0.0784,0.6329,0.6139,0.6282
2022ilpe,2022,Central Illinois Regional,1647403200,USA,IL,NULL,2022-03-16,2022-03-19,regional,3,f,https://www.twitch.tv/firstinspires5,Completed,38,85,70,46.39,25.46,13.59,18.64,10.29,85,0.7587,0.7765,0.1305,17.3392,13.4404,0.0328,140,0.0128,0.8,0.449,0.7358,-0.0473,0.6286,0.6478,0.4694
2022ilrr,2022,Rock River Off-Season Competition,1658548800,USA,IL,NULL,2022-07-23,2022-07-23,offseason,9,t,NULL,Completed,32,41,32,52.92,31.81,14.7,23.7,11.4,41,0.7973,0.8293,0.1421,22.1421,17.5954,10.4778,54,0.6933,0.2593,1.5723,0,0.6421,0.2222,1.2246,0
2022iltrr,2022,Roboteer Rumble,1667620800,USA,IL,NULL,2022-11-05,2022-11-05,offseason,9,t,https://www.twitch.tv/firstupdatesnow,Completed,32,43,27,49.21,37.84,10.49,23.88,14.52,43,0.8411,0.7209,0.2344,26.7997,21.6207,4.7967,54,0.0908,0.7037,0.5607,0.7778,0.1805,0.5556,0.7883,0.5862
2022inbbb,2022,Boiler Bot Battle,1665720000,USA,IN,NULL,2022-10-14,2022-10-15,offseason,9,t,NULL,Completed,32,27,27,42.45,31.6,16.09,23.93,9.82,27,0.7513,0.6296,0.2427,34.1985,29.3244,27.4867,54,0.6934,0.2222,1.567,0,0.7008,0.1852,1.4042,0
2022incmp,2022,FIRST Indiana State Championship,1649908800,USA,IN,fin,2022-04-14,2022-04-16,district_cmp,7,f,https://www.twitch.tv/firstinspires31,Completed,32,81,64,49.05,33.21,20.67,26.56,8.24,81,0.7534,0.6667,0.2134,19.4052,14.2903,-0.4505,128,-0.1089,0.8594,0.4091,0.9118,-0.0387,0.8125,0.5483,0.8947
2022incol,2022,FIN District Columbus Event presented by Toyota,1647576000,USA,IN,fin,2022-03-18,2022-03-20,district,3,f,https://www.twitch.tv/firstinrobotics,Completed,30,75,60,37.99,18.05,9.67,15.48,7.31,75,0.7216,0.8,0.1325,14.0192,11.249,-0.6724,120,0.0243,0.8583,0.3228,0.4516,-0.0534,0.65,0.6233,0.5714
2022inkok,2022,FIN District Kokomo Event presented by AndyMark,1646370000,USA,IN,fin,2022-03-04,2022-03-06,district,1,f,https://www.twitch.tv/firstinrobotics,Completed,32,80,64,32.34,18.56,9.07,14.19,7,80,0.7343,0.8625,0.1387,14.4371,10.9996,-0.2985,128,0.0379,0.9063,0.2811,0.3333,-0.082,0.6406,0.6211,0.4651
2022inra,2022,Indy Rage,1666324800,USA,IN,NULL,2022-10-21,2022-10-22,offseason,9,t,NULL,Completed,13,19,13,41.55,20.67,NULL,26.15,9.46,19,0.784,0.7895,0.135,43.2197,33.2984,32.9768,26,0.7505,0.1154,1.8671,0,0.7865,0.0385,1.6793,0
2022inwla,2022,FIN District Tippecanoe Event,1648094400,USA,IN,fin,2022-03-24,2022-03-26,district,4,f,https://www.twitch.tv/firstinrobotics,Completed,39,94,78,48.44,26.31,14.21,18.45,9.13,94,0.7448,0.7553,0.1524,14.5896,11.4495,-3.7051,156,-0.0717,0.7244,0.5626,0.5981,-0.0745,0.6154,0.6514,0.6341
2022iri,2022,Indiana Robotics Invitational,1657944000,USA,IN,NULL,2022-07-16,2022-07-17,offseason,9,t,https://www.twitch.tv/firstinrobotics,Completed,48,96,80,62.1,49.67,43.31,41.73,8.92,96,0.7013,0.6979,0.1987,22.829,18.1111,11.6122,160,0.0761,0.9063,0.3699,0.9508,0.0906,0.825,0.4935,0.9034
2022iscmp,2022,FIRST Israel District Championship,1648353600,Israel,NULL,isr,2022-03-27,2022-03-29,district_cmp,4,f,https://www.twitch.tv/firstinspires26,Completed,40,95,80,70.02,30.13,22.76,25.68,11.77,95,0.7678,0.7789,0.1492,18.3613,14.3921,-1.6428,160,-0.0247,0.7688,0.4624,0.8477,-0.0687,0.7563,0.5383,0.8528
2022isde1,2022,ISR District Event #1,1646542800,Israel,NULL,isr,2022-03-06,2022-03-08,district,1,f,https://www.twitch.tv/firstinspires26,Completed,28,71,56,51.92,18.5,8.13,14.84,9.64,71,0.7396,0.6901,0.1815,17.9147,14.0585,-4.0279,112,0.0269,0.8839,0.3002,0.6286,-0.0131,0.7857,0.5107,0.0769
2022isde2,2022,ISR District Event #2,1646715600,Israel,NULL,isr,2022-03-08,2022-03-10,district,2,f,https://www.twitch.tv/firstinspires26,Completed,28,74,56,33.31,15.96,6.85,13.56,7.36,74,0.6893,0.6892,0.1983,15.3519,12.1573,-3.8264,112,0.0175,0.8304,0.3849,0.0952,-0.0527,0.7232,0.5576,0.2439
2022isde3,2022,ISR District Event #3,1647748800,Israel,NULL,isr,2022-03-20,2022-03-22,district,3,f,https://www.twitch.tv/firstinspires26,Completed,27,70,54,71,26.01,7.68,22.37,13.57,70,0.7575,0.7714,0.1484,20.9636,16.7916,-4.7688,108,0.0183,0.6944,0.5697,0.7027,-0.1129,0.6111,0.6714,0.6379
2022isde4,2022,ISR District Event #4,1647921600,Israel,NULL,isr,2022-03-22,2022-03-24,district,4,f,https://www.twitch.tv/firstinspires26,Completed,29,77,58,23.54,17.45,9.16,13.99,5.5,77,0.6779,0.5714,0.2172,15.0354,11.6663,-3.0749,116,0.0096,0.8448,0.3942,0.1818,-0.0613,0.6379,0.6437,0.475
2022isi,2022,I Squared Idaho Invitational,1662609600,USA,ID,NULL,2022-09-08,2022-09-10,offseason,9,t,https://www.twitch.tv/firstidahorobotics,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022isios,2022,Israel International Off-Season,1665547200,Israel,NULL,NULL,2022-10-12,2022-10-13,offseason,9,t,https://www.twitch.tv/firstupdatesnow,Completed,33,55,55,32.06,15.76,11.32,13.92,4.46,55,0.6764,0.6182,0.2079,40.7079,33.9135,-31.9545,110,-0.0903,0.7727,0.4788,0.3243,-0.2846,0.4727,0.8769,0
2022ispr,2022,Pregional,1645678800,Israel,NULL,NULL,2022-02-24,2022-02-25,preseason,0,t,https://www.twitch.tv/firstupdatesnow,Completed,17,0,32,64.95,25.83,NULL,28.86,14.91,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022ksla,2022,Heartland Regional,1647403200,USA,KS,NULL,2022-03-16,2022-03-19,regional,3,f,https://www.twitch.tv/firstinspires7,Completed,28,72,56,38.82,21.37,6.73,16.7,10.55,72,0.7559,0.7361,0.155,15.9257,11.8587,-1.6884,112,-0.021,0.7589,0.5173,0.6087,-0.0539,0.6696,0.6026,0.5647
2022lake,2022,Bayou Regional presented by Entergy,1648612800,USA,LA,NULL,2022-03-30,2022-04-02,regional,5,f,https://www.twitch.tv/firstinspires3,Completed,41,91,76,54.26,24.74,13.42,17.62,12.51,91,0.8267,0.8791,0.0939,16.0152,13.2669,-2.9446,152,-0.0586,0.8224,0.3747,0.7939,-0.0563,0.7105,0.5433,0.5926
2022laman,2022,Northshore Knockout,1656043200,USA,LA,NULL,2022-06-24,2022-06-25,offseason,9,t,https://www.youtube.com/watch?v=IeKm_sK1G1E,Completed,16,28,22,48.33,19.44,NULL,18.72,14.99,28,0.8175,0.8214,0.1229,20.2752,15.7246,6.2471,44,0.1252,0.6818,0.5728,0.5882,0.1704,0.7045,0.5951,0.6667
2022lloc,2022,Laser Lights,1656043200,USA,WI,NULL,2022-06-24,2022-06-25,offseason,9,t,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022mabil,2022,N.E.R.D. - New England Robotics Derby,1666324800,USA,MA,NULL,2022-10-21,2022-10-22,offseason,9,t,https://www.twitch.tv/nefirst_red,Completed,38,32,32,50.26,36.2,14.2,21.74,14.33,32,0.7995,0.6875,0.2407,27.2793,21.7786,9.0633,32,0.7453,0.1875,1.9974,0,0.6719,0.2188,1.4331,0
2022mabos,2022,NE District Greater Boston Event,1648180800,USA,MA,ne,2022-03-25,2022-03-27,district,4,f,https://www.twitch.tv/nefirst_blue,Completed,37,89,74,52.22,22.66,12.34,17.49,10.47,89,0.8051,0.8427,0.1283,13.0698,10.2901,-3.0449,148,0.0121,0.8581,0.3682,0.7879,-0.0596,0.6351,0.6327,0.5645
2022macma,2022,NE District Central Mass Event,1648180800,USA,MA,ne,2022-03-25,2022-03-27,district,4,f,https://www.twitch.tv/nefirst_green,Completed,37,89,74,43.2,23.81,14.69,18.92,9.04,89,0.7799,0.8427,0.1056,14.5671,11.8534,-3.6346,148,0.0326,0.8176,0.3793,0.6966,-0.1279,0.6216,0.6633,0.6706
2022marc,2022,Michigan Advanced Robotics Competition,1655352000,USA,MI,NULL,2022-06-16,2022-06-18,offseason,9,t,NULL,Completed,16,54,40,46.14,33,NULL,28.73,13.33,54,0.7972,0.7593,0.1584,25.103,19.5481,11.9144,80,0.099,0.7625,0.5374,0.8593,0.067,0.7,0.5538,0.7647
2022marc2,2022,Michigan Advanced Robotics Competition II,1660190400,USA,MI,NULL,2022-08-11,2022-08-13,offseason,9,t,https://www.twitch.tv/firstinmi04,Completed,24,59,42,46.3,33,2.77,22.79,14.92,59,0.8232,0.7627,0.1691,43.9321,29.6976,13.5675,84,0.3149,0.5833,0.8753,0.6729,0.308,0.6071,0.7524,0.6452
2022marea,2022,NE District North Shore Event,1647576000,USA,MA,ne,2022-03-18,2022-03-20,district,3,f,https://www.twitch.tv/nefirst_blue,Completed,39,93,78,44.95,24,11.19,16.19,10.04,93,0.7515,0.7849,0.1256,16.2379,12.7438,-3.2134,156,-0.0169,0.8397,0.3604,0.6154,-0.0985,0.6346,0.6573,0.521
